source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
Epithelialcells	Epithelialcells	LAMB3	ITGA2_ITGB1	0.00213981673617568	0	LAMB3_ITGA2_ITGB1	LAMB3 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	LAMC1	ITGA2_ITGB1	0.00337671173490949	0	LAMC1_ITGA2_ITGB1	LAMC1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Epithelialcells	LAMC2	ITGA2_ITGB1	0.000825123817445903	0	LAMC2_ITGA2_ITGB1	LAMC2 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Epithelialcells	LAMA3	ITGA3_ITGB1	0.000493991664415521	0	LAMA3_ITGA3_ITGB1	LAMA3 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	LAMA4	ITGA3_ITGB1	0.00318691398211715	0	LAMA4_ITGA3_ITGB1	LAMA4 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	LAMB1	ITGA3_ITGB1	0.00167721906821872	0	LAMB1_ITGA3_ITGB1	LAMB1 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	LAMB2	ITGA3_ITGB1	0.000835349113446107	0	LAMB2_ITGA3_ITGB1	LAMB2 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Epithelialcells	LAMB3	ITGA3_ITGB1	0.00162531698963635	0	LAMB3_ITGA3_ITGB1	LAMB3 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	LAMC1	ITGA3_ITGB1	0.0025655763165091	0	LAMC1_ITGA3_ITGB1	LAMC1 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Epithelialcells	LAMC2	ITGA3_ITGB1	0.000626531719188598	0	LAMC2_ITGA3_ITGB1	LAMC2 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	THBS1	ITGA3_ITGB1	0.00258073214690071	0	THBS1_ITGA3_ITGB1	THBS1 - (ITGA3+ITGB1)	THBS	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	THBS2	ITGA3_ITGB1	0.00167411311490314	0	THBS2_ITGA3_ITGB1	THBS2 - (ITGA3+ITGB1)	THBS	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL1A1	ITGA3_ITGB1	0.0128465572079683	0	COL1A1_ITGA3_ITGB1	COL1A1 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL1A2	ITGA3_ITGB1	0.0125157093105399	0	COL1A2_ITGA3_ITGB1	COL1A2 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL4A1	ITGA3_ITGB1	0.00561231313361195	0	COL4A1_ITGA3_ITGB1	COL4A1 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL4A2	ITGA3_ITGB1	0.00582019311186342	0	COL4A2_ITGA3_ITGB1	COL4A2 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL6A1	ITGA3_ITGB1	0.00743612264100153	0	COL6A1_ITGA3_ITGB1	COL6A1 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL6A2	ITGA3_ITGB1	0.00977140826328683	0	COL6A2_ITGA3_ITGB1	COL6A2 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL6A3	ITGA3_ITGB1	0.00599985457986757	0	COL6A3_ITGA3_ITGB1	COL6A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Epithelialcells	LAMA3	ITGA6_ITGB1	0.00159850024534429	0	LAMA3_ITGA6_ITGB1	LAMA3 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	LAMA4	ITGA6_ITGB1	0.0102507364811279	0	LAMA4_ITGA6_ITGB1	LAMA4 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	LAMB1	ITGA6_ITGB1	0.00541296072822447	0	LAMB1_ITGA6_ITGB1	LAMB1 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	LAMB2	ITGA6_ITGB1	0.00270103117072364	0	LAMB2_ITGA6_ITGB1	LAMB2 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Epithelialcells	LAMB3	ITGA6_ITGB1	0.00524606241661542	0	LAMB3_ITGA6_ITGB1	LAMB3 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	LAMC1	ITGA6_ITGB1	0.00826361552655386	0	LAMC1_ITGA6_ITGB1	LAMC1 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Epithelialcells	LAMC2	ITGA6_ITGB1	0.00202678370538071	0	LAMC2_ITGA6_ITGB1	LAMC2 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Stromalcells	FN1	ITGAV_ITGB1	0.03246776172299	0	FN1_ITGAV_ITGB1	FN1 - (ITGAV+ITGB1)	FN1	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Epithelialcells	LAMA3	ITGA6_ITGB4	0.00129092998054392	0	LAMA3_ITGA6_ITGB4	LAMA3 - (ITGA6+ITGB4)	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	LAMA4	ITGA6_ITGB4	0.00829220100322531	0	LAMA4_ITGA6_ITGB4	LAMA4 - (ITGA6+ITGB4)	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	LAMB1	ITGA6_ITGB4	0.00437465927168808	0	LAMB1_ITGA6_ITGB4	LAMB1 - (ITGA6+ITGB4)	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	LAMB2	ITGA6_ITGB4	0.00218178456151321	0	LAMB2_ITGA6_ITGB4	LAMB2 - (ITGA6+ITGB4)	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Epithelialcells	LAMB3	ITGA6_ITGB4	0.00423963853688469	0	LAMB3_ITGA6_ITGB4	LAMB3 - (ITGA6+ITGB4)	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	LAMC1	ITGA6_ITGB4	0.0066821818817604	0	LAMC1_ITGA6_ITGB4	LAMC1 - (ITGA6+ITGB4)	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Epithelialcells	LAMC2	ITGA6_ITGB4	0.00163694177217743	0	LAMC2_ITGA6_ITGB4	LAMC2 - (ITGA6+ITGB4)	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	FN1	CD44	0.0282645212761673	0	FN1_CD44	FN1 - CD44	FN1	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	FN1	CD44	0.0217703623746985	0	FN1_CD44	FN1 - CD44	FN1	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	FN1	CD44	0.0783012298158497	0	FN1_CD44	FN1 - CD44	FN1	ECM-Receptor	KEGG: hsa04512
Stromalcells	Stromalcells	FN1	CD44	0.023576351024578	0	FN1_CD44	FN1 - CD44	FN1	ECM-Receptor	KEGG: hsa04512
Stromalcells	Tcells	FN1	CD44	0.0490537864150549	0	FN1_CD44	FN1 - CD44	FN1	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	COL1A1	CD44	0.0579625000697818	0	COL1A1_CD44	COL1A1 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL1A1	CD44	0.0449605382494797	0	COL1A1_CD44	COL1A1 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	COL1A1	CD44	0.152331870144544	0	COL1A1_CD44	COL1A1 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Stromalcells	COL1A1	CD44	0.0485947323784268	0	COL1A1_CD44	COL1A1 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Tcells	COL1A1	CD44	0.0983838080353847	0	COL1A1_CD44	COL1A1 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	COL1A2	CD44	0.0565362892134097	0	COL1A2_CD44	COL1A2 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL1A2	CD44	0.0438393622529679	0	COL1A2_CD44	COL1A2 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	COL1A2	CD44	0.14895077898061	0	COL1A2_CD44	COL1A2 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Stromalcells	COL1A2	CD44	0.0473874275652429	0	COL1A2_CD44	COL1A2 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Tcells	COL1A2	CD44	0.0960644246836863	0	COL1A2_CD44	COL1A2 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	COL4A1	CD44	0.025991172787936	0	COL4A1_CD44	COL4A1 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL4A1	CD44	0.0200085915466056	0	COL4A1_CD44	COL4A1 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	COL4A1	CD44	0.0723028175796018	0	COL4A1_CD44	COL4A1 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Stromalcells	COL4A1	CD44	0.0216716680142514	0	COL4A1_CD44	COL4A1 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Tcells	COL4A1	CD44	0.0451860865718645	0	COL4A1_CD44	COL4A1 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	COL4A2	CD44	0.0269334403814727	0	COL4A2_CD44	COL4A2 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL4A2	CD44	0.0207385884043475	0	COL4A2_CD44	COL4A2 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	COL4A2	CD44	0.0747951098588886	0	COL4A2_CD44	COL4A2 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Stromalcells	COL4A2	CD44	0.0224609501716821	0	COL4A2_CD44	COL4A2 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Tcells	COL4A2	CD44	0.0467908047933926	0	COL4A2_CD44	COL4A2 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	COL6A1	CD44	0.0342095842943677	0	COL6A1_CD44	COL6A1 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL6A1	CD44	0.026386557486435	0	COL6A1_CD44	COL6A1 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	COL6A1	CD44	0.0937554091579272	0	COL6A1_CD44	COL6A1 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Stromalcells	COL6A1	CD44	0.0285643066695076	0	COL6A1_CD44	COL6A1 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Tcells	COL6A1	CD44	0.0591056213176271	0	COL6A1_CD44	COL6A1 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	COL6A2	CD44	0.0445753700717383	0	COL6A2_CD44	COL6A2 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL6A2	CD44	0.0344664964809068	0	COL6A2_CD44	COL6A2 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	COL6A2	CD44	0.11992365909938	0	COL6A2_CD44	COL6A2 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Stromalcells	COL6A2	CD44	0.0372855653919493	0	COL6A2_CD44	COL6A2 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Tcells	COL6A2	CD44	0.0764182153671535	0	COL6A2_CD44	COL6A2 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	COL6A3	CD44	0.0277466497662152	0	COL6A3_CD44	COL6A3 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL6A3	CD44	0.021368862304998	0	COL6A3_CD44	COL6A3 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	COL6A3	CD44	0.0769391584977655	0	COL6A3_CD44	COL6A3 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Stromalcells	COL6A3	CD44	0.02314233195056	0	COL6A3_CD44	COL6A3 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Tcells	COL6A3	CD44	0.0481738909357358	0	COL6A3_CD44	COL6A3 - CD44	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Bcells	LAMA3	CD44	0.00233129583693454	0	LAMA3_CD44	LAMA3 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Epithelialcells	LAMA3	CD44	0.00178470535076107	0	LAMA3_CD44	LAMA3 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Myeloids	LAMA3	CD44	0.00677864806799367	0	LAMA3_CD44	LAMA3 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Stromalcells	LAMA3	CD44	0.001936039161654	0	LAMA3_CD44	LAMA3 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Tcells	LAMA3	CD44	0.0041270334610324	0	LAMA3_CD44	LAMA3 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	LAMA4	CD44	0.0148907926629243	0	LAMA4_CD44	LAMA4 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	LAMA4	CD44	0.011433276138364	0	LAMA4_CD44	LAMA4 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	LAMA4	CD44	0.0422821461061581	0	LAMA4_CD44	LAMA4 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Stromalcells	LAMA4	CD44	0.012392601876169	0	LAMA4_CD44	LAMA4 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Tcells	LAMA4	CD44	0.0261076276647667	0	LAMA4_CD44	LAMA4 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	LAMB1	CD44	0.00788060530832668	0	LAMB1_CD44	LAMB1 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	LAMB1	CD44	0.00604081388954719	0	LAMB1_CD44	LAMB1 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	LAMB1	CD44	0.0226736401754814	0	LAMB1_CD44	LAMB1 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Stromalcells	LAMB1	CD44	0.00655067541814104	0	LAMB1_CD44	LAMB1 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Tcells	LAMB1	CD44	0.013891317179994	0	LAMB1_CD44	LAMB1 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	LAMB2	CD44	0.0039372634546442	0	LAMB2_CD44	LAMB2 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	LAMB2	CD44	0.00301527933976794	0	LAMB2_CD44	LAMB2 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	LAMB2	CD44	0.0114132302081702	0	LAMB2_CD44	LAMB2 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Stromalcells	LAMB2	CD44	0.00327061759235472	0	LAMB2_CD44	LAMB2 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Tcells	LAMB2	CD44	0.0069614052753727	0	LAMB2_CD44	LAMB2 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Bcells	LAMB3	CD44	0.00763820620305961	0	LAMB3_CD44	LAMB3 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Epithelialcells	LAMB3	CD44	0.00585467087955894	0	LAMB3_CD44	LAMB3 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Myeloids	LAMB3	CD44	0.0219863065578935	0	LAMB3_CD44	LAMB3 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Stromalcells	LAMB3	CD44	0.00634892177337104	0	LAMB3_CD44	LAMB3 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Tcells	LAMB3	CD44	0.0134665444325598	0	LAMB3_CD44	LAMB3 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	LAMC1	CD44	0.0120151090214917	0	LAMC1_CD44	LAMC1 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	LAMC1	CD44	0.00921905329847876	0	LAMC1_CD44	LAMC1 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	LAMC1	CD44	0.0343008789912067	0	LAMC1_CD44	LAMC1 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Stromalcells	LAMC1	CD44	0.00999446975800861	0	LAMC1_CD44	LAMC1 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Tcells	LAMC1	CD44	0.0211121926146055	0	LAMC1_CD44	LAMC1 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Bcells	LAMC2	CD44	0.00295533480754363	0	LAMC2_CD44	LAMC2 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Epithelialcells	LAMC2	CD44	0.00226276535968868	0	LAMC2_CD44	LAMC2 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Myeloids	LAMC2	CD44	0.00858290838837821	0	LAMC2_CD44	LAMC2 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Stromalcells	LAMC2	CD44	0.00245453651671753	0	LAMC2_CD44	LAMC2 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Tcells	LAMC2	CD44	0.00522923423936728	0	LAMC2_CD44	LAMC2 - CD44	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	COL1A1	SDC1	0.00587076290634036	0	COL1A1_SDC1	COL1A1 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL1A1	SDC1	0.0260844286083021	0	COL1A1_SDC1	COL1A1 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	COL1A2	SDC1	0.00571852762412428	0	COL1A2_SDC1	COL1A2 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL1A2	SDC1	0.0254214345878614	0	COL1A2_SDC1	COL1A2 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	COL4A1	SDC1	0.00255461164288067	0	COL4A1_SDC1	COL4A1 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL4A1	SDC1	0.0114822906959943	0	COL4A1_SDC1	COL4A1 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	COL4A2	SDC1	0.00264953618523143	0	COL4A2_SDC1	COL4A2 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL4A2	SDC1	0.0119049915000178	0	COL4A2_SDC1	COL4A2 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	COL6A1	SDC1	0.00338815855251337	0	COL6A1_SDC1	COL6A1 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL6A1	SDC1	0.0151845132536487	0	COL6A1_SDC1	COL6A1 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	COL6A2	SDC1	0.00445790623148177	0	COL6A2_SDC1	COL6A2 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL6A2	SDC1	0.0199043538852975	0	COL6A2_SDC1	COL6A2 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	COL6A3	SDC1	0.00273159269068302	0	COL6A3_SDC1	COL6A3 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL6A3	SDC1	0.0122701642512312	0	COL6A3_SDC1	COL6A3 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	FN1	SDC1	0.00278391279795273	0	FN1_SDC1	FN1 - SDC1	FN1	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	FN1	SDC1	0.0125028927758012	0	FN1_SDC1	FN1 - SDC1	FN1	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	TNC	SDC1	0.000377364549770691	0	TNC_SDC1	TNC - SDC1	TENASCIN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	TNC	SDC1	0.00170919027782909	0	TNC_SDC1	TNC - SDC1	TENASCIN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	THBS1	SDC1	0.00117274925310148	0	THBS1_SDC1	THBS1 - SDC1	THBS	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	THBS1	SDC1	0.00529683695040006	0	THBS1_SDC1	THBS1 - SDC1	THBS	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	THBS2	SDC1	0.000760381803112664	0	THBS2_SDC1	THBS2 - SDC1	THBS	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	THBS2	SDC1	0.00343933228048142	0	THBS2_SDC1	THBS2 - SDC1	THBS	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL1A1	SDC4	0.0491239322365364	0	COL1A1_SDC4	COL1A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	COL1A1	SDC4	0.00942539992064388	0	COL1A1_SDC4	COL1A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL1A2	SDC4	0.0479041417892715	0	COL1A2_SDC4	COL1A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	COL1A2	SDC4	0.00918184036531079	0	COL1A2_SDC4	COL1A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL4A1	SDC4	0.0219144272711766	0	COL4A1_SDC4	COL4A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	COL4A1	SDC4	0.00410968158543543	0	COL4A1_SDC4	COL4A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL4A2	SDC4	0.022712345466143	0	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	COL4A2	SDC4	0.0042621426768161	0	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL6A1	SDC4	0.0288819957592961	0	COL6A1_SDC4	COL6A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	COL6A1	SDC4	0.00544786254138748	0	COL6A1_SDC4	COL6A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL6A2	SDC4	0.0376964874092707	0	COL6A2_SDC4	COL6A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	COL6A2	SDC4	0.00716324903203749	0	COL6A2_SDC4	COL6A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	COL6A3	SDC4	0.023401171076936	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	COL6A3	SDC4	0.00439392180332295	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	FN1	SDC4	0.0238399260378134	0	FN1_SDC4	FN1 - SDC4	FN1	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	FN1	SDC4	0.00447793869693938	0	FN1_SDC4	FN1 - SDC4	FN1	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	TNC	SDC4	0.00329162715047085	0	TNC_SDC4	TNC - SDC4	TENASCIN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	TNC	SDC4	0.000607885577620992	0	TNC_SDC4	TNC - SDC4	TENASCIN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	THBS1	SDC4	0.0101670324213495	0	THBS1_SDC4	THBS1 - SDC4	THBS	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	THBS1	SDC4	0.00188822986801653	0	THBS1_SDC4	THBS1 - SDC4	THBS	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	THBS2	SDC4	0.00661299291383506	0	THBS2_SDC4	THBS2 - SDC4	THBS	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	THBS2	SDC4	0.00122459030043903	0	THBS2_SDC4	THBS2 - SDC4	THBS	ECM-Receptor	KEGG: hsa04512
Stromalcells	Bcells	THBS1	CD47	0.00331804819870466	0	THBS1_CD47	THBS1 - CD47	THBS	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	THBS1	CD47	0.00875621870607681	0	THBS1_CD47	THBS1 - CD47	THBS	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	THBS1	CD47	0.00492749194516623	0	THBS1_CD47	THBS1 - CD47	THBS	ECM-Receptor	KEGG: hsa04512
Stromalcells	Stromalcells	THBS1	CD47	0.00300644679073039	0	THBS1_CD47	THBS1 - CD47	THBS	ECM-Receptor	KEGG: hsa04512
Stromalcells	Tcells	THBS1	CD47	0.00550494835402473	0	THBS1_CD47	THBS1 - CD47	THBS	ECM-Receptor	KEGG: hsa04512
