id	S01	p.value_S01	S02	p.value_S02	S03	p.value_S03	S04	p.value_S04	S05	p.value_S05	S06	p.value_S06
Stromal_AMOTL1	-0.330349449	0.012897184	0.674786212	1.18E-08	0.586934205	1.99E-06	0.056267474	0.680414992	-0.164284349	0.226315621	-0.023798268	0.861788592
Stromal_STAT2	-0.354965388	0.007265202	0.608790757	6.42E-07	0.406838524	0.001860547	0.156308626	0.249973982	-0.002634066	0.984628121	-0.016913027	0.901537224
Stromal_GPSM1	-0.217214375	0.107816165	0.438528851	0.00072322	0.501107583	8.36E-05	0.048613875	0.721991627	-0.266379305	0.047205045	0.018116951	0.894566792
Stromal_MRVI1	-0.464665651	0.000308808	0.776040487	2.13E-12	0.498320711	9.29E-05	0.092488007	0.497795823	-0.125815062	0.355508649	0.042881451	0.753671287
Stromal_ZNF521	-0.301689876	0.023842752	0.531220372	2.53E-05	0.593774002	1.41E-06	0.068166535	0.61764717	-0.175607825	0.195466515	0.029850282	0.827125652
Stromal_SFMBT2	-0.464043288	0.000315381	0.70290952	1.55E-09	0.380138151	0.003853915	0.118745378	0.383395663	0.067714668	0.619985436	-0.026842533	0.844315941
Stromal_SHANK3	-0.27361837	0.041299452	0.423189093	0.001155734	0.315247103	0.017953413	0.056220656	0.680666618	-0.262517183	0.050627721	0.044864877	0.742661392
Stromal_PAPPA	-0.115086827	0.398324195	0.38551009	0.0033445	0.605395563	7.70E-07	0.096487209	0.479310465	-0.17375648	0.20029374	-0.082971426	0.54322265
Stromal_ALPK2	-0.045682565	0.738137154	0.460264774	0.000358097	0.417207304	0.00137945	0.245903384	0.067725176	-0.099898307	0.463836041	-0.263200488	0.050007874
Stromal_RUNX1T1	-0.449550198	0.000509344	0.741949431	6.04E-11	0.474920458	0.000216982	0.101778646	0.455422958	-0.041378303	0.762047866	0.019639858	0.885760912
Stromal_ARL10	-0.270636541	0.043653804	0.331556489	0.012552073	0.41279358	0.001568621	0.088243941	0.517808822	-0.350087269	0.008169056	0.346931644	0.008804518
Stromal_CD84	-0.366123179	0.005518667	0.627967445	2.21E-07	0.258048471	0.054837299	0.238566179	0.076616534	-0.04649181	0.733668297	-0.001954406	0.988594172
T_QPRT	0.162099054	0.232637515	-0.398120221	0.002375517	-0.201817192	0.135805528	0.026577777	0.845832687	0.01228384	0.928403314	0.239784787	0.075078934
T_OAS2	0.194905463	0.150012115	-0.051852013	0.704295251	0.146498747	0.281303505	0.703327005	1.50E-09	-0.188801123	0.163450171	-0.23847559	0.076731827
T_PLAG1	-0.186871538	0.167876032	0.060148144	0.65968025	0.032335269	0.812983242	0.016236489	0.905457487	-0.187709276	0.165943902	0.387385204	0.003181264
T_FMR1	0.010442627	0.939112815	-0.331672773	0.012519249	0.164485745	0.225739052	0.190594676	0.159413545	-0.46875426	0.000268632	0.418274784	0.001336886
T_MST4	0.046984308	0.730952871	-0.331727873	0.012503722	-0.01126236	0.934343368	0.194970025	0.149874505	-0.363374197	0.005910686	0.376421624	0.004245311
