id	GSM3374350_response	GSM3374352_response	GSM3374356_response	GSM3374362_response	GSM3374366_response	GSM3374368_response	GSM3374369_response	GSM3374370_response	GSM3374386_response	GSM3374396_response	GSM3374401_response	GSM3374412_response	GSM3374413_response	GSM3374414_response	GSM3374415_response	GSM3374353_non	GSM3374354_non	GSM3374355_non	GSM3374357_non	GSM3374358_non	GSM3374359_non	GSM3374360_non	GSM3374361_non	GSM3374363_non	GSM3374364_non	GSM3374365_non	GSM3374367_non	GSM3374371_non	GSM3374372_non	GSM3374373_non	GSM3374374_non	GSM3374375_non	GSM3374376_non	GSM3374377_non	GSM3374378_non	GSM3374379_non	GSM3374380_non	GSM3374381_non	GSM3374382_non	GSM3374384_non	GSM3374387_non	GSM3374388_non	GSM3374392_non	GSM3374394_non	GSM3374398_non	GSM3374400_non	GSM3374402_non	GSM3374403_non	GSM3374404_non	GSM3374405_non	GSM3374406_non	GSM3374407_non	GSM3374408_non	GSM3374409_non	GSM3374410_non	GSM3374411_non
Epithelialcells_GNG4	281.088801854036	52.030742163175	200.381167764149	100.528861717098	35.8554043020918	269.47552015014	71.5121068890008	26.033679803181	66.7619218974102	39.7521394015478	40.3918883911982	221.80385507458	48.7097304785478	286.456708138892	33.0989870553679	78.3752036013062	32.8198797166791	55.3337317662244	274.22570514173	248.231493117386	123.225054307267	431.466917077519	266.312644640208	97.0288370111482	340.133886800543	257.944225534661	318.879386076688	83.7431098861627	316.332560609165	147.235972277846	81.7637150313498	63.5990463874782	377.666144671737	299.742435263878	250.75432809738	410.805034497822	39.4334947486276	258.047330018954	164.627257114246	26.0397205720596	284.477313284079	35.4462786035459	254.744340415904	61.7987057907556	45.5178948646569	357.934297335489	251.423328731277	264.512304043485	48.0407298446508	189.304714238147	54.8587536079038	257.572351860633	120.399121501055	389.700991840311	303.248500738706	55.2306272819315
Epithelialcells_CEACAM8	12.4119445278558	9.51008770746726	9.43861792151178	11.6819415330218	10.1213603144836	9.91253136183803	15.4870216759774	15.263384600762	9.85706963686283	9.92071928262076	15.1230360415058	9.59054864433667	9.6123835807418	15.9205422826171	15.3502565830121	10.7460010156108	11.4118906568176	10.9821020861333	10.5138374165085	9.85667973465338	18.4858641037827	10.0803168098688	17.2073365544328	9.92912718379831	17.3010727148431	16.4424571709984	15.3274241487293	9.79668736370895	17.1601161850859	20.3234974396844	18.860104995188	15.6794070204777	15.3358320499069	15.2033922298175	16.1527058817194	11.9029275615987	14.0646727360958	13.2166276013508	17.7653659725506	11.0357523048898	15.5059321811582	13.9725003074584	9.60186819365859	9.71633117539717	10.2727021543692	16.3888069522419	18.2208888130886	16.8185955229262	13.1709397238654	9.94355171690351	11.3178143868997	9.56337112888108	10.0992273150496	19.0322232441715	16.7245192530083	11.9748287856039
Epithelialcells_CYP2B6	36.8382642849032	15.3131044932022	39.0157930505331	14.0194887771071	13.5770172351792	30.0370083832676	16.11982917159	14.02635016007	16.4456551500951	14.6867076119111	33.3771572500127	25.7992042675621	59.0900220216782	57.4621911459521	60.1169548770475	20.3846370477193	21.3134773370593	15.7481118993609	46.573110029555	14.122181503717	17.3495245123337	18.6587136059638	56.1530020523219	23.9521850377571	83.3717474025363	47.5230847207888	83.8392720634106	16.7432417510453	18.7030999266337	64.6026818075503	62.7556625777453	68.8960076623003	76.1387050715428	59.1881145877075	26.6541408488957	40.6744107858401	27.9953576368539	22.5429340947619	15.6373791412305	34.4597716182926	61.3464116347501	13.6325389742237	56.6842987971875	17.8808212571992	57.506577466622	65.457618388884	78.4237196881409	75.2479306390451	66.7988351768421	55.5467192910335	54.5515894393491	91.2394940542002	55.2491326900834	71.7936849871175	72.7736066287875	20.2865444816899
Epithelialcells_IRF7	486.180967027695	401.506411789861	481.767979638694	494.245843863323	538.204958340253	587.777097349047	545.930576408408	245.612830627215	583.820330461861	486.462696349137	511.277707529294	289.999399771629	572.548816412088	517.999697011571	274.507450742822	335.516357884366	294.694116482072	284.817847527926	462.683594307642	494.551119416399	295.399455014735	319.50912766223	235.42629825105	509.381477685825	466.276030609887	554.160123631735	562.95388758443	487.168034881799	267.114695641892	312.819951302967	504.588531170031	476.586427394991	224.886655382378	250.978497234105	431.266982931771	608.423815116507	524.882706108543	243.89172721958	397.277149569093	364.701639410016	233.009784915689	527.28493775143	231.534292069968	302.477263996259	265.793472738106	326.231117144507	353.084015160778	341.237255774789	270.915014440577	294.41238716063	458.883275508956	302.782539549334	432.958567950525	260.145120832167	381.396615601873	317.61289781876
Epithelialcells_NEU1	860.284227237448	496.242017643488	785.673491845763	532.812647227973	615.120918498318	571.024774988678	515.015811430705	560.45253955918	520.664133785646	516.972041380959	843.34146128472	483.969843338804	488.038659085807	925.856847395264	460.962725474234	646.549146064728	471.876397716619	598.385267385789	844.443621390434	659.127667629118	748.242518671063	942.592498507793	898.496354998154	770.879367067045	1067.267547118	866.495964065654	1047.3933668517	1126.81955773557	956.655919710581	974.505802016408	842.48739144018	848.256883091525	1000.29672865062	882.729425799445	1057.08178784557	887.924119568656	942.55650576275	520.78530308205	615.084925753274	895.962720220586	1073.98007555666	515.869881275245	843.30963878906	568.491140211111	555.25784578997	964.90324597109	745.772469205283	618.27066745872	697.190768568011	502.959797675135	515.838058779585	539.024384056179	511.041394015198	500.19712954546	848.135713795121	480.993877819733
Epithelialcells_TSPAN6	2281.69268398502	2826.9485532078	2393.3261078325	1926.82655339133	1760.01585968681	2801.63749504378	1628.95001875725	1677.71630495034	1560.32190157801	2297.16872938864	2060.18170519277	1635.29944407676	1589.45606413434	1908.81439084404	2015.65822386756	2874.4982896204	1785.17007437676	2841.53113622852	2696.95268932693	1643.48111207744	1889.44156733077	3145.78131219026	1764.23594394244	1868.9207496593	2692.7326050713	2134.03103936426	3037.97336785246	2759.39208552135	3229.06915918249	3320.03627054176	1826.67534013687	1971.96080668489	3235.05722094077	3154.90793227437	2707.58953696383	1774.87279157935	2226.90520371485	1941.78154423592	2904.67755206937	2948.37496925204	2822.15831271526	1571.80319840473	2385.49968605571	1744.53617720735	1541.20318772367	3425.75539234698	2859.54329877581	2504.71392852961	3055.26648792202	2086.13790861364	2677.25292259184	2992.89845057725	1657.2955956125	3130.487786543	2717.88681976125	1894.23180782332
Epithelialcells_AZGP1	314.880095366776	92.5108564464929	79.3190302457096	138.221723300738	80.6139912616344	144.080004446538	122.916472871889	185.925923959081	84.7894355253827	64.7200095397393	335.716574943918	167.587708629253	163.939131269158	350.91021598141	194.254833459949	113.347336023635	348.603913158509	59.7472305780136	282.062907938693	86.8804262089615	71.7693830385132	389.956947549535	403.322383917638	101.903204163052	504.485708418579	229.168926230302	409.566869850966	404.601919919733	360.59096222102	371.44954672976	431.779605822099	345.285711792172	272.977445128805	479.652937558542	386.308370189441	468.213488418139	348.655597634806	100.838473395102	237.866364162319	435.193398135232	323.880063405566	198.957548504322	84.5264398784483	101.510824485283	431.966365482889	366.449243366821	323.207712315385	324.272443083334	154.567303406215	126.234674238226	71.5071481516519	230.277127585437	149.080307809477	128.540977061127	376.936542326498	126.286358714523
Epithelialcells_SLC19A2	159.364078774019	121.342996811915	171.904260925822	151.103777656624	131.476676549667	160.489596663571	131.705860912504	163.441262897969	220.062504255271	138.677556395974	174.186311431994	237.312310331225	207.0568962167	157.333399741031	224.4292950425	151.966748988453	152.066403384267	135.066300676898	144.517288442036	122.696027166779	128.828781257434	272.435985326809	141.391512940221	120.458868458138	226.129392012919	125.135197364928	236.85551630315	275.290229900693	230.269027088561	246.926725621773	245.115817420544	249.193001544495	161.174986975248	237.718487634979	256.77187121857	291.962345751189	193.626332636826	186.048145015821	267.123554755556	268.131078828986	285.101629263281	246.241335310097	257.700891369878	136.657449634428	270.004100182352	243.085138387556	227.143251586746	222.409188280954	197.702054771813	151.560571684699	140.377653366394	192.622274335123	134.310765608745	213.957322835515	237.818142030793	137.977273420669
Epithelialcells_GRB7	169.615093326241	141.962261036139	150.538558238607	253.358948098681	173.993940598367	154.633619923409	217.828032311168	233.430514691626	141.485344173073	153.028327088821	160.410814815764	160.531255841108	165.834621970997	226.908482568885	244.749212263039	277.674640479377	148.461403931768	166.256761058429	231.372890264295	200.527351014785	175.784007867385	244.835575021554	207.445871473331	185.552119935767	283.168613019447	173.443063008454	229.753916300317	237.472130246201	275.521390984019	263.316588261688	269.234291830984	256.393754358954	286.207134076324	238.875737031467	259.587838295133	240.456727749428	223.829704927119	190.071653912222	149.537741349356	257.840419368362	173.907577839852	144.55821314012	158.91228187713	158.482043044001	168.03410260828	244.284697431641	236.676256394183	231.252449238951	256.735182329353	162.588880268439	195.722263630642	182.517313675494	186.370464769231	246.625642290572	237.098395481616	166.630495823014
Epithelialcells_GALNT10	317.312029401515	333.640534226058	312.969669172106	339.635346635653	279.234072702677	189.274192840117	291.124537604267	343.254079388796	232.138245571779	211.521933820498	288.939279338372	255.326036477695	296.556471767545	172.298948005622	170.30267853425	313.748739627316	308.729894574962	320.100300008268	232.225757358943	300.88706716183	282.59635930071	267.510639288714	223.429795267355	269.745452972616	269.98831508697	244.796788036255	196.048094877569	159.797955866859	187.356028372747	182.026111948214	155.727174274373	158.084064197845	148.83815787987	166.311638671103	154.885590418418	316.453165325948	286.48215359458	221.809140956192	324.531267999486	185.388398546247	160.959846591761	293.256055632032	203.679106407367	285.025350535356	172.537492218153	167.731620885969	193.916576849804	187.817389780892	262.550136786154	191.731318583909	199.348511013082	230.205002558474	284.563989127211	172.780354332507	168.960908784834	269.506908760086
Epithelialcells_LYPLA1	1183.1149705008	978.712130050118	1236.10533257331	1096.37048129901	1065.89761086152	1197.37905511179	1501.76944794839	1787.09811306102	1462.7149929969	1371.85088531233	1784.36165788808	1426.2679760057	1254.75726309431	1792.39008750571	1360.00582796124	1030.62997906755	1177.82299605611	1004.54450239843	1317.81428442336	993.999854024143	1225.15127530818	2064.52991752483	1103.48160801592	984.96010038394	1308.0178670303	1051.28585803203	1806.15647732619	1845.38044957822	2141.56579512096	2059.12671593587	1917.29298403521	1806.6541721167	2011.96023087139	2020.25536903659	2046.1577376535	1834.4263923131	1549.26750919224	1927.08940142827	1981.12600231724	2085.96889821524	2122.60944727277	1864.03238009922	1957.88224622077	1348.60712921586	1128.96392512589	2197.26236405994	1874.22340923641	1969.28094496615	1738.2390421308	1408.9330842003	1175.08654088317	1630.99268151676	1196.88136032128	1542.44028133132	1657.06015608185	1264.9482922315
Epithelialcells_C9orf3	461.793264934672	421.822704929366	393.018969099135	499.647823837608	401.708543077556	347.121249971011	251.860490453979	379.083440103463	496.973890338371	310.067236218009	385.195141017258	369.75707925232	343.971046093211	200.522860522023	452.722524742395	163.366472761777	479.429184938359	430.421070035419	120.264032025485	365.414476226045	140.657001890959	181.437316715872	161.759896076413	173.106804913881	207.32258772156	151.219109962048	166.732380268339	406.435083458784	167.726183761708	159.436136862304	191.196499670879	329.701033596085	174.083595107559	223.147963496116	186.853896644605	243.262125347926	346.286763343149	389.783010200856	351.667384495321	457.672737862887	385.883167303001	477.385191188366	168.560670389571	191.633731469411	459.090413190848	467.014721434401	227.874503877344	214.458389517695	300.922803474881	327.626246689779	352.644174689	341.303648032513	340.320475657854	184.371928786575	458.690942923566	274.161945160955
Epithelialcells_PRMT3	153.125179911064	136.738488951282	240.239001207925	214.013669590034	142.060846272515	182.348411865851	159.563718704352	338.160339235192	207.358816799519	165.599535852405	204.76954509327	175.171740927816	174.257381188973	190.445559452508	353.821479848372	157.342669574913	265.978809953934	141.859813125598	197.474785240196	127.830438499538	130.137622643807	315.739206007774	191.701945190634	122.559102608689	316.241077012897	138.54638542665	303.05969895544	323.836353594431	372.160923027511	342.133127841107	340.749610941442	298.990329994327	354.128051686021	347.916424962971	258.070839402498	308.562535069738	292.954512846275	281.593528435218	306.778860381524	382.229959498324	350.031307665075	222.104150856167	368.803526793481	155.313465687506	290.733463716836	389.340690892533	330.865579382119	325.092739332556	236.417968524411	182.850282870975	173.388066239601	230.819899865746	169.668904813518	307.648175330896	319.503799463917	186.113005321994
Epithelialcells_MTCL1	189.106398476919	169.548766683985	166.989778839994	196.947581340487	158.7118880845	170.127926696131	64.7601984028129	225.400902410737	206.95415301833	115.611807646952	65.3748845684841	166.020347926815	199.423473729668	92.2535541610415	183.7043193894	100.754635018033	162.246660074667	143.113577320268	78.4349939919509	165.943608798105	56.512080907325	157.573623718958	48.1406813698301	88.6894573628818	69.2827427499772	140.341849276594	167.119706872101	178.22578847148	89.0886739529404	62.6013763048218	202.786171482879	82.1319427153895	46.3928715886105	73.327798386268	73.7619576362419	116.492086364006	176.065220243757	82.2086818440988	184.566301100748	188.580779557556	77.3131058996381	212.41244018359	44.7891080181586	71.9950420369816	218.407375073337	94.4141223887642	166.952702040019	172.501123445598	136.786773686826	153.094408832693	149.1865506512	99.8926533066847	106.898495964654	83.1781127572786	83.1410359573031	74.9002220017839
Epithelialcells_KAZN	126.37980839881	212.29682182187	163.519622868825	125.583155371508	225.034950713575	216.789890907941	132.842720976436	199.827062246111	166.957493017643	220.103441013052	222.726507515899	231.051632453899	200.280643040407	229.975325451174	212.022749497759	225.402199479077	93.4083949315292	187.505218064966	197.090554914217	228.153932101149	152.017644018396	239.648150205411	123.851360866827	141.971618838291	243.430783289891	151.21910797319	134.762549220918	213.479018380999	128.319662703403	95.1312047136912	148.531050866496	164.451611364394	220.038450409205	115.997818522257	223.525043561105	166.602997492151	101.011087362011	93.6287001249103	128.773243497699	90.7116150031634	85.1391330157329	159.544232911191	109.487924985277	153.551753281029	192.489542632248	197.887207941519	140.789422279162	140.515349955051	97.8473305715149	164.467995816621	230.386528919672	199.995335020452	204.350120519144	113.211084289002	195.358760409535	206.269948763627
Epithelialcells_MUC1	1134.13417125612	1614.65219961567	1169.51338399186	1569.39520505016	1486.08659286855	1459.64107611709	1481.34057903986	1406.20752259333	1456.62998767052	1717.99423450786	1545.30237194347	1471.92119361864	1623.37409808676	1415.63059294207	1133.55229790038	1605.59424701302	1102.25890316734	1640.82024195214	1660.61264163229	1530.35969081061	1517.37998760159	1063.89481062785	1097.51288933864	1276.78495193108	1022.37983289211	1517.96186095733	1035.39205405238	1088.09350391742	1161.47468224225	981.192567472749	1095.88697858828	1553.34107369308	846.996820213241	981.915589402093	1505.11433649955	1129.43250682928	1053.09553658831	1513.2601965305	1664.53951345443	1473.89054266553	1118.99731084277	1072.8022979693	941.131372963382	1511.54689901507	1117.63267305825	1121.28664679834	1522.56177864578	1382.0747283127	1279.70206809909	1146.53200110939	1479.71466828949	1474.1666502276	1631.7066707544	1501.46036275946	1084.87133901853	1651.89562355375
Epithelialcells_GPR161	41.4207993356512	73.4985477870334	55.505187688306	72.6695859376394	55.2358042693861	44.5736901802627	49.9882386757809	23.4303215827833	67.6928236858712	56.1559118498598	40.9086300984557	46.1172301579478	58.76923186662	73.0300469446756	64.1404793092083	59.2871634956384	50.8134503091811	72.5343078223494	53.728549179896	74.5764904684166	72.9834962039784	44.5534852774867	12.4988240747399	45.1358043081303	42.4589354029798	15.8873070936295	27.2122973901157	50.1042187097165	11.2427008622564	11.8773871213397	26.6943657610972	32.0656132036856	16.8831755595337	18.7385842036584	17.9133725702581	41.5818836271991	23.1609381638633	86.4607457427467	47.9621731991523	21.6536830743732	11.013239388739	73.3929393871487	9.24032483024375	37.3948147889188	9.24320717610319	18.0293526041938	15.2071332229538	14.0423640524251	11.8618287776353	51.8660016602682	19.7911355547454	48.5951492225834	67.4657967268674	11.2470913436773	40.5947198321167	74.0097297814773
Epithelialcells_MUC5AC	305.707646199779	314.254141933634	303.384578813702	260.898254039705	261.330844494526	268.328696776204	263.04770380735	322.855307770192	311.627197483491	272.756992368713	306.845357591912	315.052128909895	302.63698383361	304.658582888195	307.457996478899	276.825282711583	303.79369957128	260.748044371786	304.844211113464	308.985821789062	266.099361827981	263.912587124265	271.978797748982	264.600607631551	301.644249803636	308.691215967823	264.098215349533	263.689982434722	262.67468749309	267.126915790971	261.89098806968	304.435978198652	264.960346019969	284.028973662784	268.883387797561	305.389186660518	302.041906423356	259.970557803129	303.420683257021	311.56593063869	259.195171501219	260.73135658543	262.638583049771	264.643190896587	340.303686456768	302.255384358879	259.22661000491	264.961650435848	261.509388594948	305.7063417839	275.444495612582	305.346603395481	260.687485578059	259.455256701337	261.295910659426	258.811694928908
Epithelialcells_TOX3	732.631251377033	797.581354047173	887.35087633867	798.115465534113	911.465423094319	1366.02612874085	755.675404742575	1047.5932190269	895.512683993032	1387.85318159329	1451.50608691582	914.886427577414	1337.99070426879	837.488399014175	1010.1750729253	989.705970137613	748.638533744259	966.222297350183	1394.95258681571	874.28487313949	1067.82494596543	1733.63586188626	951.0037816612	826.656219892044	1411.96772834894	768.158289278102	1439.14521059123	1609.50332090074	1490.20827539223	1374.78717839411	1426.88139679708	894.450281561095	1647.71246299529	786.196803274149	774.274883667625	764.615127590269	1327.15852514666	1603.82989858147	1525.05137091597	1212.16026041082	1532.80021331897	926.379091542461	1107.00912449969	1494.67009581269	1724.31751288116	1575.52755354107	1150.64464793672	1168.81180748393	1462.68795114609	938.642905336614	1415.38873283203	1396.01498924765	865.523823486239	962.185645891469	1466.7246026048	1277.38075952366
Epithelialcells_MST4	354.3407865117	344.241648885962	546.265050015912	370.334432696295	356.997082042386	513.006446813686	311.645598225847	379.033025605616	408.078986422235	360.412447941699	316.289917847654	347.453968345027	364.962519088391	459.797899931124	428.581724451911	393.649777355139	530.980183695785	366.147946220115	359.377363669905	331.832905503394	378.945906232603	544.416218135764	379.456346220865	342.923369081513	346.668894021488	355.372137875821	540.893136408008	339.519291340055	543.211073077049	536.327197004958	430.080935096496	447.941288419563	487.576215545464	589.676353253433	505.082983536291	570.532550369846	492.220535167271	536.343065261315	542.554899542664	329.152366216675	699.350166960253	555.386963540481	527.368199534923	337.075829494069	683.694140142627	594.921088837993	613.220636242435	576.323217905191	535.307980989522	355.049566376168	351.437582215306	523.384585664644	367.280455757432	600.332673366753	542.078563539732	360.396579685341
Epithelialcells_PARP12	365.970862406062	508.184330335724	459.890994881728	483.996677304531	418.59890938238	441.662370785536	391.931237940084	239.143888055336	482.548245700306	332.852244977933	366.314347607096	196.358395522726	440.690874896874	533.301645514893	252.899640310876	418.512960245385	482.931963851799	423.172630797051	209.863964920091	496.562639095064	183.572497443909	223.483199657658	165.244160031463	410.884245196264	227.853208228407	343.648131844612	443.185290472845	357.14226073628	436.928383052591	226.855502454549	234.48421750367	259.15654773113	216.951886504349	163.574443593986	298.519502958591	448.865683162406	400.980629246064	257.633628043821	482.129372681696	461.492358375294	476.878190854572	498.552650307201	170.574846406118	207.902495198369	393.892707661806	411.881950970121	274.192535702536	277.463615633579	190.780778722592	261.992818529814	323.63724863111	264.836940420691	292.849448112858	231.24708787471	207.40292004455	234.570166640665
Epithelialcells_MOSPD1	165.429794900772	130.601578720834	277.184958601282	125.780479254034	125.002266957121	149.52919465139	129.953885841984	89.5966705653083	238.491866353335	129.447232484862	148.943694646259	150.086892644569	148.631481054127	270.309619341937	260.428505257517	128.988461017916	221.148591232582	240.473271629174	240.93204309612	113.975629343194	120.489741740626	303.617670115425	99.5435874208334	122.71047921199	243.105565019452	117.553264567738	312.566291787824	178.564275310064	271.023944138484	280.102169065797	159.539133527226	127.007055742077	260.761339934105	191.720367324263	242.086389332092	198.813956636706	242.510611175691	212.311999488925	260.116291665385	301.740330668522	288.39121370837	277.388671449019	131.620754408194	131.025800564433	276.91460551203	311.504233357701	267.342840837379	261.571703255827	236.203231435169	155.858030226121	149.276529322847	261.014005262648	193.860454840191	232.490074780843	278.826219157635	158.824808730679
Epithelialcells_ASRGL1	531.507776078098	763.592048716762	647.65303197957	347.807648538387	403.155839401672	445.15525742625	764.720263225646	828.69988984428	611.792256495343	663.584615434537	724.046205149841	706.855475699339	482.140462501408	292.610851254718	630.337494480361	679.60842960102	402.893785943353	707.233414788569	624.411632317351	448.551240548284	734.694567005986	230.696585344018	235.767146343268	392.245424087208	374.404851283317	786.341930623292	397.127014088011	651.603267267689	719.53305583853	319.802486205056	470.826418131572	375.432633725936	279.99147543271	208.167833402519	745.814296944553	224.927806296674	780.098447252706	331.783834371904	712.717903497932	871.769395527785	242.776500698969	241.622597499273	197.31015692227	706.20563234595	380.917122435299	315.852250916937	279.712724772822	298.536713417728	357.923819657681	611.513505835455	375.054694636706	441.680577025949	689.724600720314	216.928928265455	217.562572714633	743.501274392128
Epithelialcells_USP18	125.16084246826	138.635294160212	143.867955731971	146.26190276395	121.223642543966	144.507565035712	141.902749289189	128.372366429142	140.597606550694	137.993785216587	140.683179919693	120.966998258603	148.934994609956	140.021250943164	123.53716386423	136.653259363157	147.180283229817	130.437771103503	124.285418622745	124.487348705866	119.525756285823	123.048412869963	117.867190135361	134.435780464645	120.164244020843	123.398041977298	139.883609644502	133.025054412134	136.500900495901	136.757544781263	139.071066101528	120.655669226505	118.96984185576	121.304536112932	119.603401141133	142.170057660668	139.819320860043	122.459882979289	140.694744705558	131.119045977803	118.437892119726	138.582315107261	119.828987008434	124.349707407204	144.691151342028	129.992619645136	136.189571463803	136.838438350229	127.47149877229	123.101391922914	120.656589607487	125.063704313396	125.719979666761	138.931944214596	119.33129844045	121.11935712586
Epithelialcells_RNF128	691.368546840316	723.19889850851	832.627701791949	856.928198685957	714.609651163722	795.545728423366	755.402165461767	1067.20896086555	770.953555166278	846.776297164235	1128.06819219868	761.191767138616	992.683782135159	748.551411545068	979.615840092724	773.721652711682	797.472900406141	794.869195699904	1011.96830043038	738.694554899501	911.469271450058	1244.09662743733	736.028974762559	773.874004493344	1085.68079989713	788.69654537133	1100.50334077512	1275.36464010999	1217.06159371197	1043.14285303217	1109.27969580993	1158.58309256802	1107.35252382715	1310.44056235218	1253.95187553587	1106.67599110369	797.206854034069	1144.28232438453	1055.81663165314	823.272401168279	1085.52844811547	1168.73499408974	1186.92738092494	1200.03496253044	1314.98213764789	1135.07919657207	1218.6859165941	1144.43449719574	1109.01364943786	832.475528980745	875.120585521147	1239.5128665485	756.346257830761	938.709472858509	949.91522623042	816.261396794893
Epithelialcells_PXMP4	330.388404466088	237.788343253026	340.91740542573	267.187356820148	226.969677200645	243.057089939778	274.008236230664	245.811890123523	229.889817079804	238.219121207576	252.751724928882	255.91847754347	282.365133001296	396.859347308681	345.038469502715	256.872789005867	230.992591757182	232.193483133597	261.382550200942	242.22272396924	250.932128028791	339.097808525638	333.97757062037	232.77569223007	356.206066903596	319.943110818764	318.621378459358	349.54823069779	376.589684997006	403.30103819434	331.222770436626	299.952430063172	377.889239998359	384.95500561488	276.42104213975	360.267368414167	397.33590435041	268.040386406748	314.887932044608	392.234946489074	370.530813498144	236.420831806441	344.084158040317	230.132782145784	370.854060191028	361.496053191932	362.173916727511	374.446004009961	294.230019529584	293.746474058049	272.10168791732	291.504129446066	285.608519573338	355.353037316995	364.586722636598	273.330372695084
Epithelialcells_CEP72	66.7138107106837	48.0349584209793	88.225327608763	81.555004294848	43.1133224038363	52.4571156316375	45.1753696996475	75.2406749801388	44.2101130517592	56.6674409769933	62.4595223410359	52.7737084179104	69.1749102854569	98.7309950183134	90.8290550993482	55.549850937345	110.218518099787	50.4586411113618	62.6937881102567	52.7239322340292	45.1995077453573	88.8305805790725	111.459888635987	49.2265118856641	95.0393804447041	47.1959190235146	113.697396738874	93.5351609802815	60.4744735351835	92.5961045645924	100.831461808747	70.5703489604905	93.9217904050557	91.1456478856211	62.6715986572852	105.022918896768	98.8464130028942	60.3590555506026	91.09587170174	78.4784567944966	115.087246129227	103.777839171853	106.469333428408	41.8054113972948	96.0294157975616	118.549290332716	101.065727577967	101.043538124996	57.6574763298509	54.2241650968817	44.329342253694	49.8533881410522	71.4673522630502	84.1364071498857	106.537586773737	55.1632215125708
Epithelialcells_RNF39	70.7002252135423	60.8857807554662	63.4890431010939	64.8631538087965	62.3249535870317	65.6216980018168	78.5833523848404	90.39934232088	64.4854637661269	67.7571633424778	64.7296540937798	70.187371572513	85.3272471238949	96.0262778958147	64.5949798199889	85.3208151091545	60.9912744168195	67.588381100934	79.8213501377844	95.7053006295014	67.7287333088137	73.5248955410076	89.8864886798507	70.6631607307797	97.0600638855595	82.9183986588397	69.4638971055684	89.9153482438747	91.883853423252	94.115283433189	90.3622778381174	80.9646521813912	91.1524480056552	72.3123522253817	91.8691015761273	84.5622709161343	63.0782236867795	63.5684432794963	76.5031155958112	92.0114693327195	87.4278504161514	72.1847363159143	70.216231136537	65.6281300165572	93.3295063096986	87.4562804498155	100.389508631495	95.2851132053059	87.2874982082718	71.4533308983175	78.0837647822426	76.2499179943429	94.6153559314685	89.1630142129061	98.8791360892172	72.1699844687896
Epithelialcells_FAM122B	327.455617563354	324.749147764263	393.45245791332	407.904541589375	371.976405095997	606.174398063343	351.776701083119	366.911247042757	393.782624444349	419.158264864643	591.722314387289	391.421287883729	416.327527247952	620.369363078206	475.829498955164	381.08170957199	392.548024244312	384.006745438509	582.276601912478	333.869425581574	354.911053461043	674.059445347735	348.256191839724	375.202770291282	405.034310785207	338.025769683471	638.471382044708	395.417233630996	603.304167259176	698.770728315686	589.691144357697	466.88189443915	573.47262676525	662.473161930973	593.687090104964	542.662971120212	650.592311353672	597.672432773129	579.351566045958	430.53569167998	721.2888607122	628.805548153948	422.099506604237	449.32180338805	644.955440894262	699.848018533928	617.428121338611	590.81788071828	505.951494570546	491.23085877586	449.392054219385	614.597383721921	399.40257629916	548.805419391693	651.87512899391	592.052480918317
Epithelialcells_ANKH	1578.91990351377	1287.56043812925	1474.15196377345	1410.38039953312	1229.89178173183	1310.21163413729	1176.18727781212	1227.59284613994	1289.13918257248	1174.46920398601	1237.09912602631	1326.04459183153	1330.08378803112	1183.17317851944	1685.94006165381	1549.51589600663	1284.15254280079	1554.32925705523	1582.95907353884	1280.00065650467	1356.3921167508	1395.83750544919	1530.07521372286	1241.14550019085	1539.9520309289	1206.90812187927	1691.42366313259	1231.26868298481	1250.70936526857	1280.11337277571	1361.14037486521	1489.11111421856	1609.01816487534	1328.09484649899	1591.39620116927	1587.94571331053	1192.89951069764	1578.80718724272	1535.90565676437	1740.51957661824	1797.71321004746	1772.08226546211	1653.48057366275	1292.58967043121	1193.51188544487	1690.75662355954	1595.42734389897	1586.36696886731	1734.79400280268	1624.85112256958	1411.6598138534	1628.89031876917	1183.76365178182	1626.90137723704	1650.65245780745	1296.62081316092
Epithelialcells_FKBP5	340.266363194598	349.969834235949	344.903337875288	329.508230042942	340.430867105647	335.770456064307	338.979784371054	322.305420030573	350.852947465547	352.254206203862	339.785664135293	350.479651236104	330.117610180405	352.428549344309	326.67827974713	343.096793151327	333.236841987318	344.878364715219	340.353565784595	332.515601358655	346.413076170868	345.547966091944	310.281183529549	339.824289424108	315.472950035921	335.170715201233	339.656983057136	311.162656508908	340.756348354188	327.388101117087	319.045761851327	327.89190727563	338.978715537686	330.444291334082	325.796046190561	338.974399252789	337.53685413128	353.123151691063	345.319468215426	320.690017905954	314.648597668309	340.55801841683	330.409265402636	343.393893037162	330.204812770401	328.829962523493	334.729611701026	330.607595339995	328.83103135686	336.827032761324	328.825646238596	344.209947369123	347.85612087922	329.675536409914	330.282114091454	329.636911121099
