id	S01_MM	p.value_S01_MM	S02_MM	p.value_S02_MM	S03_MM	p.value_S03_MM	S04_MM	p.value_S04_MM	S05_MM	p.value_S05_MM	S06_MM	p.value_S06_MM	S07_MM	p.value_S07_MM	S08_MM	p.value_S08_MM	S09_MM	p.value_S09_MM	S01_Den	p.value_S01_Den	S02_Den	p.value_S02_Den	S03_Den	p.value_S03_Den	S04_Den	p.value_S04_Den	S05_Den	p.value_S05_Den	S06_Den	p.value_S06_Den	S07_Den	p.value_S07_Den	S08_Den	p.value_S08_Den	S01_PMN	p.value_S01_PMN	S02_PMN	p.value_S02_PMN	S03_PMN	p.value_S03_PMN
Epithelial_MOSPD1	-0.281483315	0.035586709	-0.392176025	0.002795805	-0.11525946	0.397612217	0.09128381	0.503433272	-0.279617721	0.036878754	-0.018401525	0.892920313	0.274231257	0.040828726	0.549372224	1.16E-05	-0.116927023	0.390773286	-0.329917124	0.013022761	0.052864117	0.698795369	-0.101818191	0.455246924	-0.177741763	0.190005978	-0.203502719	0.132499453	-0.092316321	0.498597571	0.242773923	0.071410945	0.109891845	0.420096607	-0.1835196	0.175771161	-0.287946705	0.031397169	0.121872668	0.370902875
Epithelial_ASRGL1	0.15483893	0.25451025	0.394678088	0.002611461	0.059659975	0.662275046	0.096282172	0.480249259	0.320782556	0.015932703	-0.120720808	0.375475425	-0.192046585	0.156199898	-0.107622437	0.429816956	0.019470553	0.886739223	0.115730278	0.395674251	0.144922931	0.286567433	-0.127176023	0.350286716	-0.027453035	0.840820608	0.25875385	0.054154579	0.329016052	0.013287876	-0.011221107	0.934583337	-0.106048785	0.436631106	-0.061108807	0.654585602	0.315637695	0.017804003	-0.085480405	0.531054315
Epithelial_USP18	-0.098026468	0.472293941	-0.005990201	0.965051157	0.444906543	0.000591272	0.190623189	0.15934997	-0.082137253	0.547297984	0.126829754	0.351610823	-0.067868398	0.619189511	0.129231655	0.342489548	-0.128609778	0.344836913	-0.056120936	0.681202696	0.24281	0.071367563	0.346930703	0.008804714	-0.177769894	0.18993473	-0.036722239	0.788163133	-0.144034591	0.289563198	0.032921904	0.809653072	0.218978132	0.104916971	-0.203682527	0.132150378	-0.059644104	0.662359477	0.266762317	0.04687618
Epithelial_RNF128	-0.337554373	0.010952561	-0.420338137	0.001257937	-0.445741626	0.000575713	-0.29872726	0.025326501	-0.553899293	9.49E-06	-0.264073123	0.049225284	0.261615219	0.051455484	0.291503604	0.029272662	0.181678334	0.180220906	-0.419378163	0.001294132	-0.371987323	0.0047578	-0.153632995	0.258273731	-0.069419853	0.611181375	-0.429243008	0.000963042	-0.223902931	0.097139832	-0.044664607	0.743770801	-0.172957492	0.202402946	0.008928059	0.947930486	-0.51078351	5.76E-05	-0.29123036	0.029431489
Epithelial_PXMP4	-0.405113055	0.001953743	-0.371337183	0.00483734	-0.263900615	0.049379194	-0.204460969	0.130647109	-0.612687034	5.20E-07	-0.313989981	0.018441554	0.720306782	3.90E-10	0.380393381	0.003828245	0.264431214	0.048907048	-0.362159236	0.006091578	-0.344800248	0.009257626	0.08240949	0.545966363	0.200438251	0.138555981	-0.621596137	3.18E-07	-0.162248011	0.232202766	0.252806749	0.060131897	-0.24180324	0.072586087	0.38818653	0.003113685	-0.566046864	5.45E-06	-0.186995697	0.167588643
Epithelial_CEP72	-0.517566965	4.41E-05	-0.411776206	0.001615388	-0.07900393	0.56273578	-0.002841178	0.98341962	-0.554969063	9.05E-06	-0.046628359	0.732915097	0.564285759	5.91E-06	0.454333902	0.000435828	-0.024741013	0.856370238	-0.466789985	0.000287298	-0.114772624	0.39962195	0.136628566	0.31533395	0.14825651	0.275507516	-0.543972708	1.47E-05	-0.245517252	0.06817155	0.44028581	0.000684447	0.11078164	0.416319966	0.088472098	0.51672275	-0.586210002	2.06E-06	0.117858352	0.386984185
Epithelial_RNF39	-0.204193569	0.13116203	-0.249528711	0.063647243	-0.432193439	0.000880051	-0.069101462	0.612821169	-0.373652703	0.004559276	-0.089348019	0.512563878	0.394991993	0.002589113	-0.035502978	0.795041514	0.372345641	0.004714456	-0.247826036	0.065537232	-0.205828291	0.128037901	-0.053565449	0.694993224	0.135410936	0.319706893	-0.398889976	0.002325423	-0.043699302	0.749125397	0.024692161	0.856650854	-0.177259416	0.191230596	0.396424842	0.002489247	-0.355186702	0.00722635	-0.132209607	0.331386944
Epithelial_FAM122B	-0.162844759	0.230466706	-0.575999167	3.40E-06	-0.169872858	0.210693397	-0.157868564	0.245219575	-0.389281209	0.003023422	-0.185758077	0.17046942	0.336053808	0.011335248	0.341486459	0.010002246	0.041625014	0.760671134	-0.164459648	0.225813705	-0.263639908	0.049612539	-0.056155275	0.681018076	-0.300321494	0.024518703	-0.312203689	0.019154559	-0.305440149	0.022070221	-0.044787674	0.743088998	-0.030969052	0.820751545	-0.048649586	0.72179566	-0.366361943	0.00548572	-0.127550959	0.348856457
Epithelial_ANKH	-0.124039791	0.362391584	-0.160584286	0.237090439	-0.164055794	0.226971175	-0.171431909	0.206473846	-0.189792483	0.161209831	0.01739572	0.898741626	-0.020960542	0.87813539	0.480473081	0.000178403	-0.108984422	0.423968137	-0.180609859	0.182840061	-0.148218473	0.27563209	-0.233204254	0.083680656	-0.011578245	0.932506058	-0.153809001	0.257722127	0.013591606	0.920804169	0.112759943	0.407993401	0.061893117	0.650437747	-0.128160863	0.346537587	-0.150575498	0.26798295	-0.073028787	0.592728291
Epithelial_FKBP5	0.208074741	0.123836848	0.202670728	0.134123708	0.154266462	0.256292158	0.30681261	0.02145001	0.457374743	0.000394245	0.220287386	0.102804047	-0.358429418	0.006677516	-0.095835523	0.482297671	-0.257982814	0.0549012	0.162659597	0.231004416	0.360908664	0.006282814	-0.063545028	0.641736013	-0.129644166	0.34093796	0.459937054	0.000362039	-0.079036493	0.562574298	-0.016314039	0.905008003	0.215476365	0.110732954	-0.316842686	0.017349723	0.415142893	0.001465224	0.246054918	0.067550641
Epithelial_ELOVL7	0.001362933	0.99204585	0.04305882	0.7526847	0.043047735	0.752746347	-0.227175637	0.092224604	0.26547643	0.047987748	-0.185057047	0.172117103	-0.21667662	0.108712256	0.259382258	0.05355218	-0.072241588	0.596732156	-0.072866617	0.593552142	-0.132025665	0.332066098	-0.126984167	0.35101998	-0.089603356	0.51135474	0.211400402	0.117810647	0.074337399	0.586099039	-0.010577883	0.938325706	-0.142994893	0.293095329	-0.252719384	0.060223513	0.263420114	0.049809962	-0.185655862	0.170708946
Epithelial_S100A16	-0.040871546	0.764878035	0.413554418	0.001534443	0.212890591	0.115184065	0.225543384	0.094651215	0.193510041	0.153009281	0.086036027	0.528377895	-0.116835852	0.391145389	-0.161651564	0.233946944	0.014108019	0.917805304	-0.029611509	0.828487494	0.259459006	0.053478982	0.053690248	0.694317428	0.172405825	0.203868414	0.17791634	0.189564134	0.115438353	0.396875208	0.21636676	0.109231187	0.050334813	0.712568033	-0.043733132	0.748937541	0.179067169	0.186669869	0.153608326	0.258351108
Epithelial_EPB41L5	-0.346158104	0.008966686	-0.346479357	0.008899026	-0.159794416	0.239435472	-0.235560514	0.080515737	-0.517600056	4.40E-05	-0.329607881	0.01311323	0.468468473	0.000271278	0.575316601	3.52E-06	0.024350296	0.858615072	-0.303422021	0.023009699	-0.305673034	0.021963926	-0.025567045	0.851628082	0.145750037	0.283796525	-0.491426851	0.000120049	-0.183987196	0.174653923	0.183083161	0.176818622	-0.203768029	0.13198463	0.088162865	0.518195039	-0.481563288	0.000171608	-0.213802228	0.113599442
Epithelial_PDZD8	-0.084982587	0.533457957	-0.394265991	0.002641059	-0.235089203	0.08114112	-0.284926507	0.033300608	-0.17641517	0.1933876	-0.316964506	0.017304351	0.099962669	0.463546683	0.34217068	0.009844389	-0.091320366	0.503261657	-0.136292752	0.316536145	-0.322897165	0.015213804	-0.218616079	0.105507138	-0.276405911	0.039194009	-0.128191202	0.346422486	-0.044762652	0.743227608	-0.207445767	0.1250024	-0.221211311	0.101332887	-0.12041503	0.376694936	-0.169506182	0.211694545	-0.311084961	0.019612923
Epithelial_PARD6B	-0.363455725	0.005898718	-0.4956439	0.000102697	-0.253490313	0.05941894	-0.192804212	0.154542056	-0.520179345	3.97E-05	-0.182940218	0.177162667	0.437143763	0.000755173	0.473422981	0.000228616	0.032291464	0.813232045	-0.37286756	0.004651943	-0.295688873	0.026928097	-0.126568386	0.352612314	-0.049687805	0.716106037	-0.366449405	0.005473694	-0.291450117	0.029303695	0.187868771	0.165577899	-0.037682774	0.782755589	0.002492679	0.985453138	-0.49618539	0.000100644	-0.135804112	0.318290662
Epithelial_SLC19A3	0.088097026	0.518508777	-0.188501317	0.164132165	-0.247178401	0.066267813	-0.301991705	0.023695789	-0.188251367	0.164702337	-0.282083242	0.035179282	0.243059334	0.071068314	0.255085591	0.057781566	0.028130221	0.83694706	0.039324584	0.773536367	-0.362847498	0.005988519	-0.062810966	0.645597004	-0.21580052	0.1101844	-0.248603611	0.064668611	0.192337131	0.155562581	0.020427269	0.881213183	-0.200499015	0.138433908	0.094998457	0.486149004	-0.094737959	0.487350843	-0.239170631	0.075850767
Epithelial_CELSR3	-0.442945573	0.000629314	-0.296961923	0.026246995	-0.145454064	0.284786039	-0.232061805	0.085250025	-0.653927271	4.63E-08	-0.228457347	0.090353394	0.505039945	7.20E-05	0.255807349	0.057052836	0.267872498	0.045933516	-0.354854407	0.007284753	-0.326981913	0.013903462	0.241269996	0.073238166	0.203017143	0.13344561	-0.636958249	1.31E-07	-0.148193983	0.275712319	0.191218815	0.158026174	-0.266360162	0.047221531	0.359941728	0.006434256	-0.619901967	3.49E-07	-0.145808609	0.28360097
Myeloids_CLEC12A	0.162067186	0.2327306	0.044212349	0.746278018	0.336128509	0.011315928	0.505210582	7.15E-05	0.506246939	6.87E-05	0.594174304	1.38E-06	-0.314680077	0.01817221	-0.352243823	0.007758076	-0.353313848	0.007560927	0.185816564	0.170332475	0.574206202	3.71E-06	0.075653778	0.579464378	-0.132743605	0.329420245	0.517994267	4.34E-05	-0.087356063	0.522046197	0.203026208	0.133427901	0.561660433	6.68E-06	-0.346375121	0.00892093	0.395175737	0.00257611	0.605505887	7.65E-07
Myeloids_WARS	0.009209877	0.946289265	0.190903826	0.158725235	0.643953233	8.59E-08	0.027745211	0.83914888	0.132502875	0.330305934	0.105290135	0.439937661	0.022872175	0.867117397	-0.116485618	0.392576763	-0.018307506	0.893464232	0.186456125	0.168840191	0.082000047	0.547969709	0.615585531	4.44E-07	0.080449121	0.555590026	0.022968284	0.866564102	0.149926893	0.270073552	0.122191989	0.369641234	-0.003471894	0.979739622	0.099429043	0.465948674	0.136300397	0.316508745	0.223813657	0.097276708
Myeloids_CKAP4	-0.037868056	0.781713667	0.315288233	0.017937629	0.320583111	0.016001981	0.173591662	0.20072755	0.448938765	0.000519509	0.229750658	0.088495472	-0.46759071	0.000279551	0.216775746	0.108546648	-0.301302438	0.024032525	-0.074436388	0.585598939	0.30019421	0.024582391	-0.056714142	0.678016047	-0.174967707	0.1971261	0.469884971	0.000258395	0.018641321	0.891533252	0.05565816	0.683692529	0.214905394	0.111704274	-0.414832897	0.001478509	0.334141228	0.01183969	0.14112068	0.299533235
Myeloids_LGALS1	0.157331295	0.246850063	0.114958856	0.398852456	0.482392613	0.000166599	0.434924388	0.000809034	0.499852404	8.77E-05	0.600031052	1.02E-06	-0.207896168	0.124166921	0.007927949	0.953756492	-0.573263167	3.88E-06	0.202416876	0.134622256	0.48957834	0.00012847	0.13009496	0.339247387	-0.126311569	0.353598077	0.548021415	1.23E-05	-0.046575999	0.733203884	0.321658042	0.015631621	0.564681048	5.81E-06	-0.430422556	0.000929053	0.364136974	0.005799538	0.627906333	2.22E-07
Myeloids_EMP1	-0.137117527	0.313588716	0.035340132	0.795961387	0.231625818	0.085854996	0.319503395	0.016381513	0.129383313	0.341918605	0.362931103	0.005976105	-0.172427305	0.203811212	0.07625311	0.576455086	-0.374686734	0.004439715	-0.115707301	0.395768702	0.344557376	0.009310519	0.173168132	0.201845369	-0.053631284	0.694636691	0.209692153	0.120877489	-0.183703223	0.175331812	0.347005499	0.008789169	0.39402235	0.002658698	-0.339717785	0.010420487	-0.002773863	0.9838124	0.423411822	0.001148073
Myeloids_COL6A3	0.016642236	0.903106074	0.049985491	0.714477472	0.38397467	0.003483639	0.485705033	0.000147894	0.398769299	0.002333214	0.73908139	7.82E-11	-0.208528266	0.123001551	-0.045618938	0.738488886	-0.492571639	0.000115091	0.029898809	0.826848942	0.548219634	1.22E-05	0.143887285	0.290061935	-0.093634703	0.492458078	0.505102515	7.18E-05	-0.152498594	0.261848031	0.438288208	0.000728683	0.677498371	9.78E-09	-0.418630138	0.001322981	0.266308198	0.047266307	0.723745118	2.93E-10
Myeloids_PRCP	0.326425827	0.014075948	0.350583597	0.008072829	0.277214397	0.0386002	0.480801247	0.000176332	0.67003854	1.62E-08	0.435819194	0.000786915	-0.512967972	5.29E-05	-0.042820445	0.754010716	-0.564235491	5.93E-06	0.288790451	0.03088192	0.607443212	6.90E-07	-0.180674799	0.182680095	-0.25418605	0.058700302	0.618526085	3.77E-07	0.137052232	0.313821415	0.117155081	0.389843417	0.466087399	0.000294256	-0.451107992	0.000484256	0.582134483	2.52E-06	0.482579207	0.00016549
Myeloids_PPP4R1	0.115708377	0.395764279	0.198450736	0.14259339	0.222885821	0.098708164	0.457468822	0.000393018	0.554157517	9.38E-06	0.462864103	0.000328186	-0.532823608	2.36E-05	-0.0090511	0.947213907	-0.255479166	0.057383263	0.007428773	0.956665297	0.546304283	1.33E-05	0.039724625	0.771294668	-0.376997689	0.00418244	0.60781505	6.76E-07	0.053537548	0.695144343	-0.07707718	0.572329107	0.389110869	0.003037314	-0.403281903	0.00205718	0.405349844	0.001940712	0.401710018	0.002149836
Myeloids_SH3BP5	0.437653914	0.000743259	0.152894221	0.260597729	0.304369915	0.022564315	0.408263221	0.00178661	0.605049377	7.84E-07	0.565449244	5.60E-06	-0.535510895	2.11E-05	-0.190972655	0.158572287	-0.521225297	3.81E-05	0.423567634	0.001142741	0.49870804	9.16E-05	-0.062627111	0.646565494	-0.265571562	0.047904781	0.644002432	8.57E-08	0.016651495	0.903052422	-0.021061637	0.877552122	0.486321991	0.000144631	-0.441021444	0.000668778	0.536551493	2.02E-05	0.512089169	5.48E-05
Myeloids_CTSL	-0.057637341	0.673067847	0.287688505	0.031556268	0.555882573	8.68E-06	0.527887771	2.90E-05	0.36014789	0.006401702	0.474764186	0.000218171	-0.179700031	0.185091849	-0.105500306	0.43902024	-0.324577394	0.014662543	0.016261549	0.905312234	0.611840378	5.44E-07	0.204898429	0.129807996	-0.039943368	0.770069686	0.39532723	0.002565434	-0.123232625	0.365547699	0.414205511	0.001505725	0.521970275	3.69E-05	-0.31660432	0.017438794	0.248498853	0.064785095	0.613026887	5.10E-07
Myeloids_ARL4C	0.264396771	0.048937584	0.297264504	0.026087256	0.409109715	0.001743933	0.457992797	0.000386247	0.460543988	0.00035477	0.635328751	1.44E-07	-0.351445069	0.007908147	-0.117923655	0.386719321	-0.455909075	0.000413816	0.251885769	0.061103362	0.54576316	1.36E-05	0.063109393	0.644026221	-0.228272436	0.090621504	0.47908706	0.000187396	0.144679463	0.287386453	0.221516159	0.100851072	0.620957934	3.29E-07	-0.343093502	0.009634905	0.384733023	0.003414291	0.646143219	7.52E-08
Myeloids_PCOLCE	0.236572621	0.07918563	0.258779886	0.054129513	0.403801663	0.002027335	0.497505989	9.58E-05	0.337511101	0.010963438	0.629270394	2.05E-07	-0.10780048	0.429049803	-0.387264347	0.003191568	-0.245198928	0.068541302	0.272595503	0.042095005	0.550409532	1.11E-05	0.215782377	0.110215047	0.060732587	0.656578948	0.374116061	0.004505354	0.14359971	0.2910372	0.332049711	0.012413357	0.629863397	1.98E-07	-0.177543872	0.190507717	0.270132546	0.044062418	0.694141936	2.99E-09
Myeloids_UPP1	0.140305578	0.302361486	-0.401495934	0.002162739	-0.409693684	0.001715025	-0.375979447	0.004294133	-0.238264554	0.077000942	-0.268299472	0.045575125	0.114461181	0.400910742	0.090116123	0.508930927	0.228310303	0.090566548	0.046902736	0.731402403	-0.472467291	0.000236335	-0.214778608	0.111920844	-0.201951517	0.135539807	-0.270429305	0.043821442	0.025049431	0.854599047	-0.484042451	0.000157028	-0.280348171	0.03636832	0.22306057	0.098437321	-0.204694957	0.130197779	-0.413313956	0.001545172
Myeloids_PLEK	0.239841842	0.075007549	0.277184519	0.038622012	0.404726011	0.001975211	0.570084983	4.51E-06	0.29630326	0.026597561	0.497995058	9.41E-05	-0.13503458	0.321066285	-0.35856054	0.006656111	-0.143801876	0.290351362	0.312103354	0.019195294	0.584705033	2.22E-06	0.262678662	0.050480676	-0.006377878	0.962790868	0.281263287	0.035737112	-0.088758118	0.51536286	0.186542264	0.168639934	0.488555081	0.00013336	-0.026822557	0.844430358	0.26509951	0.04831762	0.608617971	6.48E-07
Myeloids_HMOX1	0.057209495	0.675359338	0.418434319	0.001330627	0.418718231	0.001319554	0.502697903	7.87E-05	0.342412342	0.009789153	0.368185344	0.005239746	-0.193509139	0.153011232	-0.140674483	0.301079323	-0.142720387	0.294032569	0.084190165	0.537295049	0.585184049	2.17E-06	0.111034885	0.415248666	-0.036860309	0.787385217	0.396003174	0.002518274	-0.038520023	0.778050409	0.196704488	0.146212565	0.375430175	0.004355469	-0.240748587	0.073880269	0.392978042	0.002735496	0.393663229	0.002684889
Myeloids_IGFBP6	0.180093682	0.184115144	0.214990125	0.111559721	0.390603956	0.002917454	0.483188183	0.000161919	0.592413359	1.51E-06	0.553178859	9.80E-06	-0.217765482	0.106903731	-0.211973606	0.116794975	-0.345391053	0.009130047	0.170238551	0.209698253	0.551644443	1.05E-05	0.100854856	0.45954574	-0.061731447	0.651291892	0.629918984	1.98E-07	-0.005934002	0.965378839	0.240916214	0.073673355	0.52602671	3.13E-05	-0.341363192	0.010030917	0.479627771	0.00018384	0.598877541	1.08E-06
Myeloids_CYBB	0.311245251	0.019546683	0.233883561	0.082758333	0.436390291	0.000773085	0.398826786	0.0023295	0.577093383	3.23E-06	0.488911651	0.000131637	-0.589322974	1.77E-06	0.193045078	0.154017724	-0.515375225	4.81E-05	0.248041258	0.06529588	0.553896522	9.49E-06	0.015536093	0.90951836	-0.391350627	0.002859102	0.586141193	2.07E-06	0.136901348	0.314359555	-0.030912724	0.821072195	0.485464269	0.000149186	-0.538831926	1.83E-05	0.491205297	0.000121031	0.465686296	0.000298297
Myeloids_COL7A1	-0.114819009	0.39943021	-0.158812902	0.242371556	0.311625781	0.01939019	0.590726582	1.65E-06	0.110921278	0.41572906	0.670465143	1.58E-08	0.082839355	0.543866897	-0.146833205	0.280194526	-0.252769399	0.060171051	-0.041134544	0.763408844	0.519994402	4.00E-05	0.293794081	0.027969259	-0.012787667	0.925474896	0.184722101	0.172908424	-0.236731849	0.078977963	0.567352007	5.13E-06	0.672053273	1.42E-08	-0.22546204	0.094773435	-0.00538077	0.968604899	0.766346198	5.84E-12
Myeloids_FCER1G	0.374405276	0.004471983	0.406634796	0.00187134	0.621498974	3.19E-07	0.539459828	1.79E-05	0.462338618	0.000334043	0.442928654	0.000629651	-0.220767016	0.102038288	-0.171028119	0.207560929	-0.3101175	0.020016784	0.423642335	0.001140192	0.638978159	1.16E-07	0.287853811	0.031454332	-0.090808654	0.505666698	0.412326081	0.001589959	0.171488357	0.206322197	0.117429688	0.388725486	0.41837418	0.001332984	-0.167282328	0.21783802	0.416503346	0.001408179	0.583221021	2.39E-06
Myeloids_ISG20	0.130453848	0.337905222	0.26142908	0.051627672	0.451999501	0.000470407	0.301792185	0.023792852	0.208068087	0.123849135	0.062240966	0.648601486	-0.06635735	0.627031549	0.017936291	0.895612278	-0.093001898	0.495400024	0.23310283	0.083819055	0.343820603	0.00947258	0.22699953	0.092484055	-0.049397087	0.717697693	0.198746106	0.141987889	-0.009358678	0.945422788	0.138103427	0.310088598	0.189377135	0.162145702	-0.181031573	0.181803055	0.224755218	0.095840616	0.225098226	0.095321571
Myeloids_EML1	0.29899613	0.025188717	0.235835046	0.080153216	0.38246673	0.003625246	0.506907545	6.70E-05	0.73131204	1.55E-10	0.65078597	5.64E-08	-0.570678208	4.39E-06	-0.014057706	0.918097431	-0.537225913	1.96E-05	0.206226637	0.127285209	0.647655426	6.85E-08	-0.06100354	0.655143104	-0.35815715	0.006722154	0.746608017	3.95E-11	0.070197762	0.607182909	0.08140471	0.550888892	0.576047186	3.39E-06	-0.49995649	8.74E-05	0.574920746	3.58E-06	0.611358672	5.59E-07
Myeloids_TFF1	0.117551943	0.388228395	0.082328108	0.546364273	0.043133933	0.752267014	0.256144141	0.056715343	0.183177872	0.176590929	0.144779291	0.287050449	-0.173400144	0.201232478	0.205674959	0.128328523	-0.289082438	0.030705264	0.055624737	0.683872486	0.262963221	0.050222401	-0.177110595	0.191609572	-0.096628976	0.478661936	0.289072875	0.030711037	-0.154788984	0.254665382	0.066256316	0.627557374	0.158678364	0.242775921	-0.18593462	0.170056296	0.094472156	0.48857876	0.112618097	0.408587192
Myeloids_PDGFRL	0.08159374	0.549961193	0.209210145	0.121753731	0.411306521	0.001637396	0.478937317	0.000188392	0.610531672	5.84E-07	0.512070976	5.48E-05	-0.503974804	7.50E-05	-0.097403413	0.475127417	-0.370942969	0.004886136	0.081345804	0.551178137	0.581383972	2.62E-06	0.038244414	0.779598411	-0.144196682	0.289015052	0.661620568	2.83E-08	-0.085918889	0.528941587	0.117857127	0.386989155	0.470587594	0.000252214	-0.45878224	0.000376246	0.504510159	7.35E-05	0.465283507	0.000302406
Myeloids_KCNJ8	0.104543525	0.443205325	0.108282346	0.426977417	0.348860773	0.008411137	0.498654565	9.18E-05	0.422436145	0.001181975	0.574239552	3.70E-06	-0.192412144	0.155398351	0.003402495	0.980144519	-0.316258599	0.017568674	0.089082166	0.513824352	0.572299683	4.06E-06	0.157718838	0.24567322	-0.051967929	0.703664584	0.435505711	0.000794601	0.053478672	0.695463266	0.263369139	0.04985584	0.529984494	2.66E-05	-0.28057331	0.036212179	0.356485783	0.007001928	0.568146381	4.94E-06
Myeloids_OASL	-0.192833147	0.154479	0.02043169	0.881187661	0.233355793	0.083474207	0.414203571	0.00150581	0.008444678	0.950746038	0.129551443	0.341286338	0.070240301	0.606964588	-0.071339924	0.601332854	-0.031859924	0.815684065	-0.163472481	0.228650237	0.397434031	0.002420979	0.328881814	0.013327766	0.030888973	0.821207408	-0.016522531	0.903799713	-0.219177848	0.104592515	0.192549331	0.155098332	0.17872344	0.187530984	0.035541955	0.794821388	-0.062783898	0.645739552	0.327172722	0.013844697
Myeloids_TFEC	0.491273272	0.000120729	0.153248648	0.25948104	0.632891843	1.66E-07	0.424559141	0.001109326	0.555225079	8.94E-06	0.52508955	3.25E-05	-0.423789362	0.001135191	0.044338514	0.745578323	-0.52573232	3.17E-05	0.489411699	0.000129255	0.543257917	1.52E-05	0.201591895	0.136252085	-0.405526386	0.001931047	0.544484689	1.44E-05	0.160667238	0.236845081	-0.020168401	0.882707874	0.469874035	0.000258492	-0.38900196	0.003046225	0.466207902	0.000293052	0.56210271	6.54E-06
Myeloids_PTGFR	0.393781367	0.002676248	0.196021041	0.147647486	0.241054077	0.073503526	0.436925639	0.000760319	0.612449063	5.27E-07	0.458851421	0.000375381	-0.360009253	0.006423578	-0.096826357	0.477759771	-0.4639981	0.000315864	0.330093276	0.012971468	0.532452116	2.40E-05	-0.119922474	0.378664342	-0.14407686	0.289420191	0.604300443	8.16E-07	0.151862278	0.263867429	0.096734808	0.478178098	0.456048174	0.000411921	-0.36669881	0.005439529	0.508793567	6.23E-05	0.521274935	3.80E-05
Myeloids_TUBB6	0.296144481	0.026682655	0.103668509	0.44705208	0.37962993	0.003905484	0.450731373	0.000490216	0.519932826	4.01E-05	0.617412094	4.01E-07	-0.139439001	0.305387224	-0.238959369	0.076117718	-0.464686275	0.000308592	0.317176336	0.017225697	0.468674166	0.000269371	0.114955759	0.398865247	-0.077715669	0.569141705	0.532997818	2.35E-05	0.082888424	0.543627493	0.373896973	0.004530779	0.578562052	3.01E-06	-0.285379371	0.033009227	0.398044362	0.002380505	0.667484919	1.93E-08
Myeloids_IFI35	-0.04502196	0.741791578	-0.488076094	0.000135708	-0.568172297	4.93E-06	0.054630554	0.689233211	-0.162507414	0.231447005	0.06249829	0.647244431	-0.048925353	0.720282931	0.009842895	0.942603586	0.03023201	0.824949519	-0.184887099	0.172518282	-0.07135994	0.601230559	-0.3329124	0.012173901	-0.132123537	0.331704625	-0.097084053	0.476583283	-0.280478584	0.036277807	-0.237034228	0.078584783	-0.001449666	0.991539687	0.059148566	0.664997606	-0.248217424	0.065098856	-0.054571789	0.689550556
Myeloids_RGL1	-0.388979906	0.003048032	-0.240203834	0.074555889	-0.342265473	0.009822691	-0.467519724	0.00028023	-0.702852483	1.55E-09	-0.472782125	0.000233766	0.406516678	0.001877623	0.10679745	0.433381759	0.461125236	0.000347932	-0.311195373	0.019567275	-0.605272524	7.75E-07	0.092378778	0.49830583	0.296565757	0.026457382	-0.657543282	3.68E-08	-0.251352861	0.061671225	-0.068307171	0.616920187	-0.518082151	4.32E-05	0.475045053	0.000216039	-0.628735783	2.12E-07	-0.515994408	4.69E-05
Myeloids_BLVRA	0.43231422	0.000876795	0.328703384	0.013380947	0.527140412	2.99E-05	0.332961449	0.012160407	0.432613748	0.000868768	0.253583413	0.059322366	-0.156668442	0.248871816	-0.193347854	0.153360487	-0.233087121	0.083840506	0.457292536	0.00039532	0.469907752	0.000258193	0.140157081	0.3028786	-0.091492825	0.502452427	0.346968471	0.008796862	0.124116389	0.36209294	0.049173632	0.718921902	0.299471124	0.024946843	-0.123067303	0.366196178	0.411009901	0.001651433	0.386449916	0.003261781
Myeloids_IGFBP5	0.214856173	0.111788312	0.293850713	0.027937659	0.265615762	0.047866274	0.354381819	0.007368522	0.560597733	7.01E-06	0.528196838	2.87E-05	-0.265018872	0.048388433	-0.12135148	0.372967661	-0.389704757	0.002989125	0.196671738	0.146281088	0.450954105	0.000486683	-0.094339419	0.489192565	-0.037275335	0.785048124	0.620566242	3.37E-07	0.239878641	0.074961535	0.41411561	0.001509661	0.479516713	0.000184565	-0.441811398	0.000652313	0.523078636	3.53E-05	0.513568406	5.17E-05
Myeloids_PXDN	-0.02613958	0.848344273	0.036104565	0.791645728	0.262713788	0.050448737	0.503734611	7.57E-05	0.491346398	0.000120405	0.628135672	2.19E-07	-0.139521458	0.305098479	0.1488301	0.273633441	-0.522877927	3.56E-05	-0.041104492	0.763576684	0.547386638	1.27E-05	-0.049383957	0.71776961	-0.073398815	0.590850393	0.514905991	4.90E-05	-0.04153471	0.761174976	0.493706275	0.000110362	0.654171542	4.56E-08	-0.459537463	0.000366899	0.353361013	0.007552338	0.654118854	4.58E-08
Myeloids_LHFPL2	-0.119358656	0.380926224	-0.193320954	0.153418795	-0.220002639	0.103260761	0.150549189	0.26806754	-0.259433977	0.053502845	0.074399119	0.5857872	0.145925073	0.2832124	-0.016817619	0.902089936	0.088563198	0.516289419	-0.179262031	0.18618296	0.128601539	0.344868079	-0.053904484	0.693157868	0.028644206	0.834009588	-0.302204285	0.023592741	-0.192700196	0.154768891	-0.096010382	0.481495187	0.15709927	0.247556481	0.071948172	0.598227587	-0.293879099	0.027921831	0.093946432	0.491012193
