id	S01_CD4	p.value_S01_CD4	S02_CD4	p.value_S02_CD4	S03_CD4	p.value_S03_CD4	S04_CD4	p.value_S04_CD4	S05_CD4	p.value_S05_CD4	S06_CD4	p.value_S06_CD4	S07_CD4	p.value_S07_CD4	S01_CD8	p.value_S01_CD8	S02_CD8	p.value_S02_CD8	S03_CD8	p.value_S03_CD8
Myeloids_PXDN	-0.052423079	0.70119015	-0.07222437	0.596819863	-0.162339243	0.231936772	0.509683637	6.02E-05	-0.115020122	0.398599499	0.098263743	0.471217268	-0.354311076	0.007381134	-0.160319554	0.237874634	0.618419392	3.79E-07	0.113696195	0.404086638
Myeloids_LHFPL2	-0.23852036	0.076674831	-0.057837271	0.671998055	0.188709912	0.163657437	-0.095361919	0.484474735	-0.165951342	0.221573941	-0.035627854	0.794336317	0.156643193	0.248949049	-0.007126694	0.958425848	0.015470833	0.909896856	-0.146518247	0.281238768
Myeloids_C9orf3	0.170640303	0.208608802	-0.05354133	0.695123859	-0.05770487	0.672706437	0.348917243	0.008399856	-0.254681362	0.058192973	0.178621224	0.187787605	-0.294641032	0.027499777	-0.195153764	0.14948339	0.478635625	0.000190414	0.21817785	0.106224898
Myeloids_AHNAK2	0.126048131	0.354611005	-0.040020518	0.769637773	-0.312652993	0.018973049	0.323675836	0.014956166	-0.087453167	0.521581926	0.04280539	0.754094485	-0.130451047	0.337915685	-0.052669787	0.699850196	0.378317622	0.004041469	0.302843019	0.023285386
Myeloids_ANGPTL2	0.086290327	0.527155163	0.037954939	0.781225214	-0.236361547	0.079461579	0.544061781	1.46E-05	-0.188016386	0.165239681	-0.143270992	0.292154618	-0.201792748	0.135853924	-0.007769651	0.954678868	0.635662406	1.41E-07	0.283196794	0.034433295
Myeloids_LPPR4	0.029979178	0.826390706	0.007801266	0.954494646	-0.52100758	3.84E-05	0.650001846	5.92E-08	-0.194134832	0.151661893	0.085385128	0.531513931	-0.209623502	0.121001995	-0.057284785	0.674955885	0.527904802	2.90E-05	0.026959132	0.843648138
Myeloids_HLX	0.209249547	0.121681922	0.176034285	0.194366403	-0.21497135	0.111591739	0.509165243	6.14E-05	0.174357055	0.198718611	-0.117382553	0.38891724	-0.549879587	1.13E-05	0.054188538	0.6916215	0.607941448	6.72E-07	0.127062117	0.350721943
Myeloids_FCGR1B	0.433650067	0.000841503	0.113779506	0.403740057	-0.189955167	0.16084435	0.437598613	0.000744542	-0.100539285	0.460958743	-0.264623738	0.048736645	-0.241915519	0.072449376	0.044936939	0.742262322	0.772298579	3.16E-12	0.557085381	8.22E-06
Myeloids_CD163	0.373461736	0.004581664	0.303413521	0.023013726	-0.332331262	0.012334765	0.582420774	2.49E-06	0.015924955	0.907263461	-0.191649201	0.15707468	-0.393544131	0.002693625	0.151387171	0.265382005	0.707823035	1.06E-09	0.286534099	0.032275839
Myeloids_AIF1	0.457446989	0.000393303	0.476073199	0.000208397	0.054259446	0.691238169	0.404310703	0.00199848	0.001226163	0.99284402	-0.312705285	0.01895202	-0.249953381	0.063182739	0.386913042	0.003221688	0.58709545	1.97E-06	0.243982361	0.069969199
Myeloids_RAB31	0.293831256	0.027948512	0.016758359	0.902433259	-0.279168712	0.037195451	0.470371091	0.000254104	-0.0384691	0.778336363	-0.189465732	0.16194574	-0.361847947	0.006138697	-0.076928634	0.573071843	0.769416118	4.27E-12	0.389298219	0.003022038
Myeloids_SOBP	0.238137259	0.077163631	0.270862284	0.043471793	-0.462269848	0.000334817	0.594606437	1.35E-06	-0.116192826	0.393775741	0.08954346	0.511638245	-0.262714076	0.050448475	0.149606742	0.271109469	0.543223921	1.52E-05	0.086236151	0.527415536
Myeloids_ADAP2	-0.316571235	0.017451188	-0.334915267	0.011633254	0.300656158	0.024351914	-0.517630017	4.40E-05	-0.044109042	0.746851099	0.142026113	0.296411721	0.445042052	0.000588721	-0.174241948	0.199019818	-0.632364116	1.71E-07	-0.172767569	0.202906618
Myeloids_SLAMF8	0.495827284	0.000101997	0.40315086	0.002064766	-0.208652015	0.122774375	0.490910385	0.000122349	-0.074955647	0.582978752	-0.152252348	0.262628278	-0.337515176	0.010962413	0.24647485	0.067068846	0.703299931	1.50E-09	0.422548456	0.001178027
Myeloids_TMEM45A	0.264753933	0.048621686	0.249217398	0.063989497	-0.375194181	0.004382058	0.614197583	4.79E-07	-0.15696567	0.247963861	-0.009015434	0.947421616	-0.335727951	0.011419858	0.132661011	0.329723957	0.693825375	3.06E-09	0.253431231	0.059480292
Myeloids_AGPAT4	0.237724638	0.077692853	0.07069915	0.604611805	-0.036388996	0.790041533	0.310553939	0.019833731	0.11605303	0.394348963	-0.093065662	0.49510317	-0.368226163	0.005234352	-0.066681078	0.625347979	0.453297359	0.000450887	0.297429346	0.026000575
Myeloids_PILRA	0.421208292	0.001225916	0.232247982	0.08499271	-0.018192915	0.894127238	0.348927374	0.008397833	-0.011792895	0.931257767	-0.328577906	0.013418455	-0.353385627	0.007547859	0.155042659	0.253878132	0.72520976	2.60E-10	0.411269995	0.001639119
Myeloids_MS4A7	0.186695724	0.168283598	0.293751831	0.027992854	-0.326797678	0.013960406	0.508962215	6.19E-05	-0.082185109	0.547063789	0.093986576	0.490826154	-0.278808745	0.037450967	0.161021119	0.235800328	0.515608934	4.77E-05	0.075357856	0.580952859
Myeloids_PARVG	-0.359227781	0.006548114	-0.531056025	2.54E-05	0.380326175	0.00383499	-0.532315733	2.41E-05	0.034073209	0.803127204	0.312494808	0.019036786	0.063509074	0.641924907	-0.495345136	0.000103846	-0.673185706	1.31E-08	-0.157153018	0.247392718
Myeloids_ADAMTS2	0.269010464	0.044983422	-0.081326238	0.551274229	-0.283941606	0.033941701	0.381089618	0.003758985	-0.215145225	0.111295488	-0.160966239	0.235962142	-0.117908902	0.386779147	-0.16360768	0.228260304	0.581368251	2.62E-06	0.449319869	0.000513152
Myeloids_PIK3AP1	0.368315784	0.005222527	0.41433221	0.001500193	-0.406691532	0.001868329	0.474037231	0.000223777	-0.02482937	0.85586275	-0.040306077	0.768039712	-0.225998084	0.093970287	0.31641272	0.017510673	0.523117522	3.53E-05	0.343805593	0.009475907
Myeloids_BCAT1	0.219063993	0.104777387	0.06289927	0.645132051	-0.369042857	0.005127455	0.567267422	5.15E-06	-0.240194355	0.074567688	-0.155176408	0.253463724	-0.236946713	0.078698418	0.007196443	0.958019322	0.726677831	2.29E-10	0.285244492	0.033095788
Myeloids_CD109	0.159946601	0.23898242	0.118513924	0.384330108	-0.433002852	0.000858439	0.658510811	3.46E-08	-0.120869563	0.374883014	0.056639772	0.678415252	-0.425602314	0.00107512	0.015370103	0.910481111	0.631729338	1.78E-07	0.170999526	0.207638062
Myeloids_PRRX1	0.32157347	0.015660491	0.256416621	0.056443478	-0.46279482	0.000328953	0.589830913	1.72E-06	-0.168050525	0.215701924	-0.198105718	0.143303102	-0.225347732	0.094945391	0.123000215	0.366459533	0.716765549	5.21E-10	0.325784332	0.014277202
Myeloids_FAM20C	0.268800362	0.045157614	0.268655933	0.045277678	-0.212611734	0.11567214	0.590285994	1.68E-06	0.090830219	0.505565223	-0.192373316	0.155483343	-0.42820424	0.000993896	0.180582909	0.182906474	0.689357997	4.23E-09	0.264085066	0.049214643
Myeloids_FAM20A	0.308639162	0.020647522	0.189048678	0.162888605	-0.220922398	0.101791159	0.465521856	0.000299968	0.028637258	0.834049278	-0.485763147	0.000147584	0.062388531	0.647823131	0.260355598	0.052629869	0.507222842	6.62E-05	0.311175237	0.019575593
Myeloids_ASPHD2	0.184557789	0.173297585	0.111595617	0.412882249	-0.372617192	0.004681839	0.199842688	0.139756712	-0.053373021	0.696035702	0.154336349	0.256074174	-0.07700562	0.572686852	0.063869873	0.640030404	0.194504073	0.150869748	0.185029108	0.172183008
Myeloids_GPX8	0.117517298	0.388369223	-0.087342825	0.522109502	-0.08656697	0.525826605	0.441505058	0.000658654	-0.114654132	0.400111998	0.062289221	0.648346916	-0.332822009	0.012198803	-0.206340821	0.127070072	0.533745614	2.27E-05	0.126249183	0.353837792
Myeloids_PIK3R5	0.285560009	0.032893595	0.449228959	0.000514662	-0.30482197	0.022354487	0.559791958	7.27E-06	-0.006204121	0.963803893	-0.20919165	0.121787449	-0.151922563	0.263675663	0.309323064	0.020353671	0.703504633	1.48E-09	0.175921064	0.19465804
Myeloids_FAM65C	0.063732666	0.640750589	0.25258714	0.060362406	-0.332072726	0.012406916	0.564367749	5.89E-06	-0.037421854	0.784223499	-0.020213635	0.882446665	-0.177546687	0.190500574	0.131478875	0.334090135	0.436021951	0.00078198	0.048799674	0.720972218
Myeloids_MRGPRF	0.171198786	0.207100969	0.393767649	0.00267725	-0.42605253	0.001060653	0.696554534	2.50E-09	0.098584744	0.469762767	-0.182217761	0.178908947	-0.360144092	0.0064023	0.261872244	0.051218489	0.618074414	3.87E-07	0.01757922	0.897679176
Myeloids_DDX60L	-0.123505816	0.364477629	0.024118309	0.859948457	-0.414480444	0.001493743	0.557199942	8.18E-06	-0.247908111	0.065445109	0.275062386	0.040197447	-0.270704943	0.043598587	-0.227096484	0.092341147	0.3270323	0.013887923	0.030977743	0.820702073
Myeloids_TWIST2	0.185216438	0.171741462	0.359865344	0.006446354	-0.466379119	0.000291349	0.606405891	7.29E-07	0.108061581	0.427926168	-0.221339494	0.101130076	-0.21249535	0.115876309	0.296166706	0.026670731	0.63338917	1.61E-07	0.119015452	0.382307006
Myeloids_IFIT3	0.222129897	0.099886434	-0.089803405	0.510408425	-0.157883014	0.245175823	0.224704911	0.095916926	-0.155254163	0.253223016	-0.030867942	0.821327147	-0.174794107	0.197577904	-0.239629492	0.075273508	0.472840801	0.00023329	0.568370234	4.89E-06
Myeloids_MS4A14	0.387136946	0.003202462	0.267520347	0.046230835	-0.181574847	0.180473391	0.526934577	3.02E-05	0.047286334	0.729289246	-0.262751281	0.050414662	-0.305726565	0.021939554	0.104691168	0.442558073	0.607215226	6.98E-07	0.252167254	0.060805116
Myeloids_GBP5	0.46938292	0.000262896	0.179339545	0.185989528	-0.231634027	0.085843575	0.329331532	0.013194533	-0.191366946	0.15769821	-0.001658993	0.990318098	-0.337187229	0.011045147	-0.014358869	0.916348998	0.552507347	1.01E-05	0.597765397	1.15E-06
Myeloids_GAS2L1	0.162645273	0.23104605	0.106379341	0.435194754	-0.281580537	0.035520418	0.233067571	0.08386721	-0.118180009	0.385680604	-0.030792136	0.821758757	-0.21742343	0.107469343	0.013466651	0.921529968	0.221793213	0.100414726	0.163967434	0.22722497
Myeloids_PI3	0.256276873	0.056582779	0.023851064	0.861484979	0.4070622	0.001848761	-0.085479593	0.531058232	0.181059895	0.181733563	-0.16423703	0.226451236	-0.328593325	0.013413841	-0.026473202	0.846431933	0.081350854	0.551153336	0.142454164	0.294943392
Stromal_NREP	0.185479127	0.171123676	0.06511559	0.633506896	-0.484767017	0.000152986	0.552787746	9.97E-06	-0.181065137	0.181720704	-0.083375489	0.541253897	-0.166246376	0.220741992	0.033354145	0.807201497	0.600233523	1.01E-06	0.202002503	0.135439049
Stromal_PRCP	-0.037738012	0.782444919	-0.207418282	0.125053521	0.314692536	0.018167378	-0.493695209	0.000110407	-0.098236728	0.471339784	0.039515914	0.772463985	0.23554625	0.080534607	-0.117287576	0.389303789	-0.585733897	2.11E-06	0.121724917	0.371487519
Stromal_COL1A2	0.013423531	0.921780442	-0.120738039	0.375406776	-0.269042532	0.044956883	0.415683262	0.001442323	-0.239198316	0.075815839	-0.075193042	0.581782625	-0.178376707	0.188402507	-0.111869485	0.411729287	0.561168241	6.83E-06	0.215742551	0.110282346
Stromal_LOXL1	0.320782725	0.015932644	0.274957402	0.04027674	-0.000827596	0.995170056	0.374558482	0.004454393	-0.08791201	0.519390929	-0.338562977	0.010701653	-0.300634789	0.024362535	0.203516573	0.132472534	0.511097773	5.69E-05	0.235180601	0.081019545
Stromal_PRKAR2B	0.194624926	0.150611144	0.453024876	0.000454923	-0.467898493	0.000276624	0.620911459	3.30E-07	-0.134266504	0.323851925	0.05658479	0.678710443	-0.24074095	0.073889707	0.270288652	0.04393552	0.296520625	0.026481439	0.049819079	0.715387715
Stromal_VASH1	0.277618694	0.038306056	0.310260815	0.019956517	-0.391323849	0.002861177	0.553529142	9.65E-06	0.015922869	0.907275558	-0.26581312	0.047694641	-0.191327052	0.157786487	0.234826703	0.08149109	0.66645882	2.06E-08	0.233105333	0.083815637
Stromal_MAOB	-0.045020982	0.741796996	0.372456426	0.004701125	-0.510193527	5.90E-05	0.644850667	8.14E-08	-0.092546099	0.497524693	0.078315144	0.566156586	-0.077554701	0.569944495	0.279780475	0.036764512	0.453049711	0.000454554	-0.086197814	0.527599823
Stromal_COL16A1	0.088543097	0.516385016	0.228489096	0.090307421	-0.27547267	0.039888797	0.596890314	1.20E-06	-0.115350872	0.397235515	-0.161888646	0.233252574	-0.389248356	0.003026097	0.093205754	0.49445129	0.561648305	6.68E-06	0.138457872	0.308836406
Stromal_LRRC17	0.102273656	0.453222131	0.247223226	0.066217039	-0.407213124	0.001840847	0.599792852	1.03E-06	-0.030660925	0.822505943	-0.087882396	0.519532197	-0.193871891	0.152227862	0.109425101	0.422085448	0.418836315	0.001314972	-0.082070163	0.547626391
Stromal_PCDH17	-0.051532152	0.706036556	-0.071927516	0.598332926	-0.251104114	0.061937739	0.486290085	0.000144798	-0.096853547	0.477635563	-0.111997899	0.411189319	-0.220487426	0.102484133	-0.132381855	0.330751754	0.541353206	1.65E-05	0.059976831	0.660590389
Stromal_FOXF1	0.037481865	0.783885814	0.311361531	0.01949875	-0.287720192	0.031536707	0.493800057	0.000109979	-0.201364897	0.136703126	0.079043544	0.562539333	-0.21885908	0.105110751	0.212832517	0.11528558	0.379254962	0.003943921	-0.046503641	0.733603028
Stromal_CILP	-0.013645127	0.920493318	0.443378776	0.000620724	-0.616540976	4.21E-07	0.647203848	7.04E-08	-0.078034053	0.56755538	-0.030227125	0.824977356	0.000889403	0.994809346	0.374627949	0.004446438	0.363707628	0.005861873	-0.147162375	0.279105903
Stromal_COL6A2	0.378779953	0.003993092	0.21775366	0.106923242	-0.117107194	0.390038562	0.361493823	0.006192688	0.254490947	0.058387588	-0.514587784	4.96E-05	-0.355900916	0.007102202	0.158719954	0.24265087	0.595977224	1.26E-06	0.294762165	0.027433173
Stromal_RGL1	0.131321443	0.334674324	0.341036658	0.010107209	-0.422934843	0.001164536	0.608216792	6.62E-07	0.026442769	0.846606339	-0.049187053	0.718848358	-0.276189571	0.039354176	0.205130571	0.129364369	0.642753743	9.24E-08	0.03435941	0.801506998
Stromal_NFATC1	0.442023401	0.000647957	0.334715398	0.011686259	-0.216632522	0.108785992	0.37031846	0.004964325	0.014894392	0.913240948	-0.270420082	0.043828915	-0.290776673	0.029696792	0.213124695	0.114775539	0.536548349	2.02E-05	0.293160685	0.028324735
Stromal_COL5A1	0.04869006	0.72157357	0.057945849	0.67141734	-0.304845925	0.022343414	0.459935589	0.000362057	-0.169863573	0.210718707	-0.21866143	0.105433075	-0.2038426	0.131840199	0.067010278	0.623637888	0.562686648	6.37E-06	0.190091937	0.160537558
Stromal_C9orf3	-0.121650381	0.371782663	0.018576846	0.891906167	0.13305185	0.328288343	-0.353964684	0.007443159	0.320623793	0.01598783	-0.25932659	0.053605324	0.238981686	0.076089482	0.150970411	0.266715365	-0.393183844	0.002720207	-0.157413197	0.246601032
Stromal_COL6A1	0.156789464	0.248501852	0.157624592	0.24595906	-0.209237938	0.121703075	0.586417911	2.04E-06	-0.029644709	0.828298107	-0.328714986	0.013377484	-0.164624775	0.225341624	0.092332654	0.498521268	0.687191017	4.95E-09	0.199588844	0.140270852
Stromal_COL3A1	0.036618474	0.788747896	0.08128489	0.551477317	-0.113911481	0.403191386	0.437328795	0.000750832	-0.136556682	0.315591046	-0.314818195	0.018118707	-0.198959629	0.14155137	-0.007644689	0.955407034	0.637728752	1.25E-07	0.171857599	0.205332158
Stromal_MAFB	0.266063851	0.047477318	0.418497257	0.001328165	-0.495357651	0.000103798	0.578545192	3.01E-06	-0.241784263	0.072609213	0.057374476	0.674475376	-0.317012718	0.017286423	0.285791811	0.032745704	0.58560982	2.13E-06	0.169814357	0.210852901
Stromal_MICALL2	-0.061048241	0.65490634	-0.059331379	0.66402388	0.164492496	0.225719743	-0.156430675	0.249599758	0.084585373	0.535379676	-0.239558911	0.075362073	0.161411233	0.234652283	0.042269974	0.757075524	-0.032629637	0.811311781	-0.055432141	0.684909781
Stromal_ADAP2	0.32565369	0.014318489	0.365634905	0.005586585	-0.332776127	0.01221146	0.530934706	2.56E-05	0.040269829	0.768242509	-0.134661844	0.322416208	-0.452068712	0.000469347	0.206979666	0.125871478	0.612615574	5.22E-07	0.175522058	0.195688296
Stromal_TRPS1	0.276629247	0.039029227	0.268184854	0.045671107	-0.422029689	0.001196362	0.564793641	5.78E-06	-0.007395517	0.956859107	-0.259125837	0.053797328	-0.186339565	0.169111446	0.181363454	0.18098994	0.665491947	2.20E-08	0.203163625	0.133159653
Stromal_AMOTL1	0.201815809	0.135808265	0.364972592	0.005679882	-0.562813525	6.33E-06	0.686455783	5.21E-09	0.040482456	0.767053127	-0.167311972	0.217755318	-0.309083694	0.020456115	0.248676938	0.064587178	0.679325771	8.62E-09	0.102098011	0.454002385
Stromal_STAT2	0.173560729	0.200809043	0.361018107	0.006265871	-0.472356705	0.000237243	0.59849577	1.11E-06	-0.07709241	0.572252979	-0.154260462	0.25631088	-0.154392693	0.255898522	0.22859764	0.090150391	0.583850993	2.32E-06	0.139856688	0.303926402
Stromal_GPSM1	0.123262416	0.365430915	0.026116862	0.848474522	-0.271901876	0.042641624	0.621287506	3.23E-07	0.212516932	0.115838427	-0.158526758	0.243232136	-0.046722169	0.732397789	0.02010006	0.883102537	0.592405855	1.51E-06	0.074281229	0.586382903
Stromal_MRVI1	0.199523024	0.140404395	0.431133807	0.000909084	-0.626143784	2.46E-07	0.731317712	1.54E-10	-0.075687832	0.579293199	-0.124071736	0.362267015	-0.247065958	0.066395319	0.301278639	0.024044223	0.618638913	3.75E-07	0.114373701	0.401273184
Stromal_ZNF521	0.166818174	0.219135815	0.17528131	0.196311796	-0.38845728	0.00309114	0.625913524	2.49E-07	-0.141892195	0.296872071	-0.086636324	0.525493797	-0.323588136	0.014984996	0.058431178	0.668823965	0.55694852	8.27E-06	0.16524303	0.223580177
Stromal_SFMBT2	0.159482387	0.240366214	0.329818725	0.013051489	-0.57432769	3.69E-06	0.679680321	8.41E-09	-0.134344583	0.323568053	0.089824619	0.510308127	-0.28555982	0.032893715	0.159922443	0.239054298	0.468077261	0.000274937	0.078357423	0.56594633
Stromal_SHANK3	0.0739249	0.588185092	0.251238615	0.061793517	-0.415165121	0.001464276	0.521715556	3.73E-05	-0.204649115	0.130285718	-0.226474864	0.093260399	0.050537668	0.711460006	0.222137184	0.099875025	0.280390545	0.03633889	0.088160502	0.518206295
Stromal_PAPPA	0.060793866	0.656254111	0.169664745	0.211261205	-0.295148829	0.027221475	0.607645576	6.83E-07	-0.170403279	0.209251069	-0.046524264	0.733489261	-0.173129204	0.201948331	-0.0005825	0.996600452	0.586391743	2.05E-06	0.08408643	0.537798354
Stromal_ALPK2	0.265818593	0.047689889	0.301830921	0.023773981	-0.358452184	0.006673795	0.549282424	1.17E-05	-0.052471487	0.700927158	-0.379463039	0.00392255	-0.127943067	0.347364557	0.249664795	0.063498097	0.570109734	4.50E-06	0.289652377	0.030362873
Stromal_RUNX1T1	0.215970714	0.109897226	0.331164116	0.012663376	-0.56112158	6.84E-06	0.715767155	5.64E-10	-0.057735889	0.672540454	-0.073964556	0.587984403	-0.241389188	0.07309201	0.233216945	0.083663351	0.630972108	1.86E-07	0.14248165	0.29484927
Stromal_ARL10	0.153529055	0.258599854	0.14308932	0.292773379	-0.465670674	0.000298456	0.413377412	0.001542334	-0.149702989	0.270797764	0.030604469	0.822827486	0.008547011	0.950149927	0.041826974	0.759544675	0.423144583	0.001157271	0.192408428	0.155406483
Stromal_CD84	0.391055146	0.002882069	0.502701685	7.87E-05	-0.550693551	1.09E-05	0.538231029	1.88E-05	-0.144436929	0.288203858	-0.107547952	0.430138129	-0.063453374	0.642217584	0.449782942	0.000505522	0.580976927	2.67E-06	0.239988206	0.074824668
T_QPRT	-0.125486235	0.356777465	-0.109993863	0.419662613	0.418917346	0.001311837	-0.469848871	0.000258716	0.187059411	0.167441306	0.112036787	0.411025879	-0.036047497	0.791967699	-0.086821607	0.524605197	-0.284740558	0.033420869	-0.125387121	0.357160447
T_OAS2	0.381976934	0.003672323	0.034159482	0.802638717	-0.077556383	0.569936103	-0.009713226	0.943358477	0.050844769	0.709783688	-0.272799526	0.041935325	-0.063038485	0.644399307	-0.001398948	0.99183567	0.240210071	0.074548126	0.568664511	4.82E-06
T_PLAG1	-0.281946295	0.035271945	0.07623216	0.576560155	0.021158372	0.876994066	0.091350775	0.503118917	-0.321064626	0.015835162	0.334033986	0.011868539	0.237307901	0.078230265	0.063490388	0.642023087	-0.023897636	0.861217179	-0.123811781	0.363281443
T_FMR1	-0.22349236	0.097770565	-0.219693832	0.103757834	0.025265302	0.853359759	-0.166159964	0.220985434	-0.474870303	0.000217363	0.430195535	0.00093551	0.192613265	0.154958658	-0.250347638	0.062753941	-0.018939783	0.889807307	0.093895419	0.491248652
T_MST4	-0.061375908	0.653171854	-0.217584879	0.107202087	0.060732991	0.656576809	-0.23698497	0.078648726	-0.310778395	0.019740142	0.385911028	0.003308987	0.245929503	0.067695067	-0.11338497	0.405382888	0.000287816	0.998320262	0.116779597	0.39137509
