id	S01_Fib	p.value_S01_Fib	S02_Fib	p.value_S02_Fib	S03_Fib	p.value_S03_Fib	S04_Fib	p.value_S04_Fib	S05_Fib	p.value_S05_Fib	S06_Fib	p.value_S06_Fib	S07_Fib	p.value_S07_Fib	S08_Fib	p.value_S08_Fib	S01_End	p.value_S01_End	S02_End	p.value_S02_End	S03_End	p.value_S03_End	S04_End	p.value_S04_End	S05_End	p.value_S05_End
Myeloids_ARL4C	-0.212517613	0.115837232	0.423790432	0.001135154	0.616462361	4.23E-07	-0.062239418	0.648609656	-0.30805254	0.020902432	-0.289563809	0.03041587	0.559936202	7.22E-06	0.092547718	0.497517138	0.240657596	0.073992779	0.634066922	1.55E-07	0.453453833	0.000448584	-0.58875775	1.82E-06	-0.340100861	0.01032864
Myeloids_PCOLCE	-0.002662817	0.984460356	0.343963635	0.009440929	0.679387098	8.58E-09	-0.417129378	0.001382604	0.005606933	0.967286011	0.015970757	0.906997919	0.525834063	3.16E-05	0.35744262	0.006840543	0.194074901	0.151790753	0.415491242	0.001450424	0.570967362	4.33E-06	-0.349107981	0.008361849	-0.076615616	0.574638397
Myeloids_UPP1	-0.141424284	0.298484181	-0.194016598	0.151916193	-0.326441805	0.014070966	0.179674454	0.185155436	0.055690639	0.683517676	-0.005094013	0.97027726	-0.210825592	0.118835915	-0.326659685	0.014003188	-0.049805397	0.715462575	-0.254390879	0.058490072	-0.255845198	0.057014828	0.231567334	0.085936405	0.007378401	0.956958856
Myeloids_PLEK	0.10802828	0.428069387	0.305150262	0.022203141	0.525817765	3.16E-05	-0.375036844	0.004399864	-0.099263486	0.466695253	-0.026037231	0.848931114	0.574483963	3.66E-06	0.207223292	0.125416651	0.164032731	0.2270374	0.365178766	0.005650694	0.55371608	9.57E-06	-0.346847944	0.008821942	-0.022636227	0.868476006
Myeloids_HMOX1	-0.006656688	0.961165487	0.329927408	0.013019762	0.378262275	0.004047295	-0.063705312	0.640894205	-0.018578801	0.891894856	-0.053309653	0.696379118	0.404948023	0.001962871	0.069317636	0.611707614	0.206308417	0.127131097	0.306755441	0.021475547	0.437601402	0.000744478	-0.321593188	0.015653756	-0.052599981	0.700229242
Myeloids_IGFBP6	-0.127965931	0.347277685	0.538261081	1.88E-05	0.534361122	2.22E-05	-0.051026975	0.708789762	-0.033339093	0.807286836	-0.109704383	0.420894759	0.441430467	0.000660206	0.076927384	0.573078092	0.472467368	0.000236334	0.512136761	5.47E-05	0.383990624	0.003482168	-0.438204215	0.000730598	-0.241358458	0.07312967
Myeloids_CYBB	-0.497106499	9.72E-05	0.532633246	2.38E-05	0.40594648	0.00190822	0.432488102	0.000872127	-0.316360797	0.017530195	-0.585890647	2.10E-06	0.579830949	2.83E-06	-0.283360848	0.034324511	0.390408564	0.002932897	0.678468685	9.15E-09	0.281813622	0.035361907	-0.63113189	1.84E-07	-0.635366691	1.44E-07
Myeloids_COL7A1	-0.055576055	0.684134625	0.051848598	0.704313833	0.715955434	5.56E-10	-0.289804908	0.030271782	-0.247180734	0.06626517	-0.098665002	0.469399487	0.253991129	0.058900928	0.475018353	0.000216241	-0.160021047	0.238761011	0.500898803	8.43E-05	0.273930553	0.041059126	-0.394489486	0.00262497	-0.101211924	0.457949779
Myeloids_FCER1G	-0.04732364	0.72908384	0.452235155	0.000466807	0.449943245	0.000502905	-0.078622651	0.564628174	-0.170647096	0.208590415	-0.163340776	0.229030533	0.69609933	2.58E-09	0.130835526	0.336481475	0.315113133	0.018004904	0.415601037	0.001445787	0.649042349	6.29E-08	-0.492264999	0.0001164	-0.164179841	0.226615214
Myeloids_ISG20	0.039480502	0.772662431	0.203396203	0.13270657	0.064509944	0.636675092	-0.043208291	0.751853595	-0.040173375	0.768782225	-0.053552445	0.695063654	0.4064762	0.001879781	0.123123572	0.365975385	0.04615372	0.735534259	0.191906473	0.156507922	0.464474904	0.000310809	-0.280426641	0.036313835	-0.028814639	0.83303604
Myeloids_EML1	-0.445490744	0.000580348	0.669300303	1.71E-08	0.572158807	4.09E-06	0.332600213	0.012260091	-0.325070629	0.014504004	-0.526598505	3.06E-05	0.565941529	5.48E-06	-0.179721664	0.185038075	0.528206626	2.86E-05	0.776632247	2.00E-12	0.320805403	0.015924783	-0.726504694	2.33E-10	-0.551353206	1.06E-05
Myeloids_TFF1	-0.134859435	0.321700154	0.267166225	0.046531404	0.038871766	0.776076024	0.183896017	0.174871374	-0.304937374	0.022301186	-0.208766791	0.122563958	0.186062458	0.169757601	-0.144396565	0.288340041	0.118663796	0.383724876	0.222011554	0.100071881	0.112456671	0.409263561	-0.301153266	0.02410593	-0.161892031	0.23324267
Myeloids_PDGFRL	-0.25822211	0.054668594	0.588640623	1.83E-06	0.428692563	0.000979283	0.197699896	0.14414126	-0.271438267	0.043010216	-0.427793349	0.001006344	0.432892006	0.00086137	-0.228992006	0.089581659	0.465186857	0.000303399	0.582008095	2.54E-06	0.247175799	0.066270762	-0.552835116	9.95E-06	-0.387575907	0.003165064
Myeloids_KCNJ8	-0.155838731	0.251418321	0.352477882	0.007714573	0.503032774	7.77E-05	0.084483009	0.535875462	-0.232486117	0.084664475	-0.184596696	0.173205379	0.419835905	0.001276759	0.002806451	0.983622249	0.163159418	0.229554918	0.509647718	6.02E-05	0.319654956	0.016327778	-0.414213802	0.001505362	-0.294094091	0.027802195
Myeloids_OASL	0.129997896	0.339610954	-0.00133454	0.992211548	0.198158855	0.143193626	-0.048039186	0.725147773	-0.172770693	0.202898328	0.099185313	0.467047998	0.087742362	0.520200467	0.100483574	0.461208436	-0.073230254	0.591705515	0.153639112	0.258254549	0.072385984	0.595996833	-0.045886087	0.737012437	0.0445133	0.74460932
Myeloids_TFEC	-0.388066949	0.003123688	0.514161675	5.05E-05	0.468801256	0.0002682	0.244288241	0.06960797	-0.289173244	0.030650497	-0.463628875	0.000319829	0.752180041	2.34E-11	-0.177280656	0.191176552	0.376896784	0.004193393	0.62061859	3.36E-07	0.469754222	0.00025956	-0.656814654	3.86E-08	-0.525580753	3.19E-05
Myeloids_PTGFR	-0.336793578	0.011145167	0.576204239	3.37E-06	0.360242475	0.006386815	0.172103754	0.204674016	-0.25606928	0.05679022	-0.339717986	0.010420439	0.550011111	1.13E-05	-0.091816071	0.500937459	0.484935895	0.000152058	0.578727609	2.98E-06	0.360921828	0.006280774	-0.54125944	1.65E-05	-0.398448768	0.002354019
Myeloids_TUBB6	-0.159476411	0.240384065	0.464494717	0.000310601	0.61026481	5.93E-07	-0.159236285	0.241102051	-0.214403707	0.112563113	-0.185865756	0.170217356	0.515445374	4.80E-05	0.223960739	0.09705128	0.321786789	0.015587757	0.587741255	1.91E-06	0.521866658	3.71E-05	-0.632588023	1.69E-07	-0.255607614	0.057253753
Myeloids_IFI35	-0.253600093	0.059305077	-0.091828534	0.500879095	0.019141063	0.888643626	0.21249243	0.115881434	-0.293349889	0.028218156	-0.213876505	0.113471071	-0.258370198	0.054525047	-0.280289234	0.036409286	-0.059190381	0.664774839	0.069483061	0.610856059	-0.40479998	0.001971092	-0.028133782	0.8369267	-0.116551535	0.392307132
Myeloids_RGL1	0.344479239	0.009327591	-0.626145464	2.45E-07	-0.409232911	0.001737798	-0.204483382	0.130604018	0.196605593	0.146419556	0.341989919	0.009885882	-0.622581733	3.00E-07	0.248351083	0.064949689	-0.551362849	1.06E-05	-0.607959247	6.71E-07	-0.41508617	0.001467647	0.573308433	3.87E-06	0.454358506	0.000435476
Myeloids_BLVRA	-0.065295625	0.632566368	0.382745025	0.003598735	0.275077892	0.040185747	-0.095011243	0.486090053	-0.013252649	0.922773129	-0.023949058	0.860921502	0.642612285	9.32E-08	0.088058637	0.518691753	0.284414859	0.033632382	0.29066664	0.029761437	0.584975288	2.19E-06	-0.297244612	0.026097732	-0.130794075	0.336635914
Myeloids_IGFBP5	-0.155420604	0.252708284	0.514597232	4.96E-05	0.465078432	0.000304517	0.007482093	0.956354563	0.009211536	0.946279608	-0.222906949	0.098675388	0.420647881	0.001246453	0.067925051	0.618896307	0.354646973	0.007321419	0.558898799	7.57E-06	0.407411897	0.001830469	-0.544192598	1.46E-05	-0.280634082	0.036170126
Myeloids_PXDN	-0.256445356	0.056414869	0.387525721	0.00316932	0.563631396	6.10E-06	0.130979812	0.335944232	-0.315729238	0.01776914	-0.303713627	0.022871899	0.312127232	0.019185593	0.134599345	0.322642913	0.173087282	0.202059255	0.696745431	2.46E-09	0.202722266	0.134022661	-0.612114072	5.36E-07	-0.362125226	0.006096711
Myeloids_LHFPL2	0.00137983	0.991947239	-0.262765348	0.050401884	0.163402163	0.228853224	-0.099207595	0.466947437	-0.028073749	0.837269937	0.074119762	0.587199239	-0.123235421	0.365536736	0.07108894	0.602616252	-0.326840237	0.013947234	-0.022380188	0.869950725	-0.129356128	0.342020902	0.126151811	0.35421214	0.091125731	0.504175748
Myeloids_C9orf3	-0.323425712	0.015038514	0.248878179	0.064364109	0.407390307	0.001831593	0.236491135	0.079292072	-0.234863493	0.081441969	-0.384822563	0.003406184	0.298787675	0.025295486	0.047690949	0.727062478	0.053909982	0.693128121	0.490759155	0.00012303	0.130490927	0.337766744	-0.414258373	0.001503414	-0.389388024	0.00301474
Myeloids_AHNAK2	-0.297517866	0.025954128	0.279351625	0.037066168	0.519319256	4.11E-05	0.041230809	0.762871284	-0.152386755	0.262202207	-0.306291839	0.021683586	0.216397646	0.109179377	0.125692958	0.355979479	0.145061541	0.286101838	0.474227706	0.000222295	0.088497594	0.516601456	-0.339726729	0.010418335	-0.360035521	0.006419428
Myeloids_ANGPTL2	-0.269504017	0.044576389	0.367401824	0.005344229	0.684442958	6.02E-09	-0.117625127	0.387931008	-0.293479078	0.028145576	-0.264410484	0.048925424	0.375307453	0.004369278	0.267116009	0.046574155	0.133114212	0.328059643	0.622937621	2.95E-07	0.330288261	0.012914894	-0.559513302	7.36E-06	-0.294167766	0.027761296
Myeloids_LPPR4	-0.491936676	0.000117817	0.540856757	1.68E-05	0.626297231	2.43E-07	0.268589447	0.045333036	-0.361323743	0.006218766	-0.515456199	4.80E-05	0.339330873	0.01051397	-0.252647045	0.060299457	0.418483097	0.001328719	0.750793865	2.67E-11	0.08031589	0.556246984	-0.685847332	5.45E-09	-0.613752833	4.91E-07
Myeloids_HLX	-0.163463344	0.228676604	0.57127238	4.26E-06	0.365439362	0.005613989	0.158017947	0.244767539	-0.209117969	0.121921845	-0.229345636	0.089074064	0.542847117	1.54E-05	-0.058436931	0.668793246	0.450071499	0.00050082	0.557204914	8.18E-06	0.458326666	0.000381989	-0.568102777	4.95E-06	-0.333229923	0.012086773
Myeloids_FCGR1B	-0.101197898	0.45801241	0.345748258	0.009053654	0.677497881	9.78E-09	-0.121756585	0.37136216	-0.174382522	0.198652016	-0.168893252	0.2133755	0.566174866	5.42E-06	0.1693437	0.212139242	0.1849918	0.172271044	0.563547223	6.12E-06	0.455241179	0.000423023	-0.467877682	0.000276821	-0.245209402	0.06852911
Myeloids_CD163	-0.316663355	0.017416698	0.613435058	4.99E-07	0.461148547	0.00034766	0.111996745	0.41119417	-0.250208919	0.062904545	-0.428434714	0.000986975	0.724157283	2.84E-10	-0.218427981	0.105814758	0.525193904	3.24E-05	0.549040731	1.18E-05	0.494933762	0.000105448	-0.624331028	2.72E-07	-0.459309427	0.000369699
Myeloids_AIF1	-0.010453429	0.939049951	0.446790488	0.000556696	0.240717642	0.073918518	-0.129576791	0.341191081	-0.099171189	0.467111746	-0.091886917	0.500605739	0.708849307	9.77E-10	0.052539546	0.700557467	0.320569299	0.016006789	0.360747813	0.006307788	0.658024897	3.57E-08	-0.470266117	0.000255025	-0.069488771	0.610826677
Myeloids_RAB31	-0.173788488	0.200209568	0.413175845	0.001551365	0.73607665	1.02E-10	-0.060720286	0.656644163	-0.231155021	0.086512051	-0.233660503	0.083060301	0.490695395	0.000123319	0.250314746	0.062789625	0.226787168	0.092797676	0.647810446	6.79E-08	0.395985859	0.002519472	-0.545687153	1.36E-05	-0.312075326	0.019206686
Myeloids_SOBP	-0.476265793	0.000206994	0.577933916	3.10E-06	0.457843319	0.000388168	0.285288723	0.033067381	-0.201891287	0.135658905	-0.458206077	0.000383522	0.523478652	3.48E-05	-0.202406454	0.134642755	0.494621777	0.000106677	0.685838576	5.45E-09	0.271651819	0.042840108	-0.628564407	2.14E-07	-0.590100829	1.70E-06
Myeloids_ADAP2	0.297417599	0.026006744	-0.612781041	5.17E-07	-0.437685435	0.000742529	-0.149806086	0.270464139	0.213414167	0.114271924	0.413277075	0.001546824	-0.686732699	5.11E-09	0.183648766	0.175462026	-0.480139616	0.00018053	-0.636204121	1.37E-07	-0.468707996	0.000269059	0.670324391	1.59E-08	0.460637674	0.000353659
Myeloids_SLAMF8	-0.276691163	0.038983645	0.50879685	6.23E-05	0.42562957	0.001074239	0.097319895	0.475507922	-0.151295691	0.265674298	-0.382383407	0.003633216	0.767867246	5.00E-12	-0.05270878	0.699638493	0.341066992	0.010100101	0.528977429	2.77E-05	0.611393149	5.58E-07	-0.582252503	2.51E-06	-0.404044535	0.002013522
Myeloids_TMEM45A	-0.427636188	0.001011142	0.594560172	1.35E-06	0.562471958	6.43E-06	0.327746546	0.013669253	-0.303548811	0.022949698	-0.512217236	5.45E-05	0.590664924	1.65E-06	-0.199895212	0.139650504	0.479169034	0.000186853	0.697240279	2.37E-09	0.345283034	0.009153258	-0.670591398	1.57E-08	-0.521889868	3.71E-05
Myeloids_AGPAT4	0.001519663	0.991131199	0.312832046	0.018901124	0.380220347	0.003845632	0.05405181	0.692360871	-0.016143245	0.905997979	-0.067546282	0.620857742	0.334752114	0.011676507	0.075404484	0.580718207	0.201756596	0.135925526	0.398262443	0.00236619	0.317017214	0.017284752	-0.33023376	0.012930686	-0.155481519	0.252520077
Myeloids_PILRA	-0.015502587	0.909712688	0.367039695	0.005393134	0.445553835	0.000579179	-0.121828451	0.371077782	-0.183960249	0.17471817	-0.102888591	0.450496259	0.656619126	3.91E-08	0.159155602	0.241343626	0.191800842	0.156740439	0.398694301	0.002338067	0.559195607	7.47E-06	-0.399645251	0.002277188	-0.099328538	0.466401824
Myeloids_MS4A7	-0.388881816	0.003056082	0.545186072	1.39E-05	0.263219601	0.049990625	0.430053112	0.000939581	-0.28977253	0.030291099	-0.511164112	5.68E-05	0.576863723	3.26E-06	-0.371921718	0.004765774	0.48517358	0.00015076	0.538651675	1.85E-05	0.322798035	0.015246874	-0.587715097	1.91E-06	-0.521751231	3.73E-05
Myeloids_PARVG	0.225542612	0.094652375	-0.550343866	1.11E-05	-0.431296353	0.000904575	0.014459473	0.915765017	0.124039167	0.362394015	0.252502828	0.060451092	-0.784155567	8.81E-13	0.174497395	0.198351815	-0.474949461	0.000216762	-0.452748396	0.000459052	-0.624217484	2.74E-07	0.493905723	0.00010955	0.335603807	0.011452236
Myeloids_ADAMTS2	-0.128418359	0.34556145	0.13009634	0.33924222	0.819741542	1.11E-14	-0.190653769	0.159281809	-0.328910618	0.013319198	-0.123079785	0.366147196	0.288023314	0.031350092	0.309915073	0.020102173	-0.046409533	0.734122252	0.605706498	7.57E-07	0.172001173	0.204948106	-0.416246337	0.001418801	-0.233581234	0.083167822
Myeloids_PIK3AP1	-0.288787651	0.030883618	0.440404385	0.000681899	0.292894743	0.028475112	0.211061969	0.118413478	-0.202919805	0.133635886	-0.382581821	0.003614261	0.621108007	3.26E-07	-0.17126015	0.206935763	0.364493084	0.005748278	0.512441342	5.40E-05	0.442467725	0.000638913	-0.519028126	4.16E-05	-0.422160014	0.001191732
Myeloids_BCAT1	-0.277458755	0.038422197	0.413692275	0.001528322	0.782807541	1.02E-12	-0.022874604	0.86710341	-0.367901415	0.005277399	-0.330589533	0.012827898	0.474145209	0.000222936	0.01553266	0.909538274	0.240993297	0.073578361	0.656424181	3.95E-08	0.287966398	0.031385062	-0.601552172	9.43E-07	-0.392425919	0.002776889
Myeloids_CD109	-0.456795002	0.000401884	0.630390131	1.92E-07	0.657586438	3.67E-08	0.222276042	0.099657791	-0.282721836	0.034749855	-0.533140124	2.33E-05	0.517704465	4.39E-05	-0.095373577	0.484421083	0.483248776	0.000161568	0.784270318	8.70E-13	0.27615448	0.039380206	-0.735095543	1.11E-10	-0.582876144	2.43E-06
Myeloids_PRRX1	-0.265750251	0.04774926	0.486679439	0.00014277	0.77058732	3.78E-12	-0.066174573	0.627982935	-0.317517943	0.017099498	-0.343765658	0.009484763	0.630346575	1.93E-07	0.102484035	0.452288552	0.327924899	0.013615112	0.726883647	2.25E-10	0.451488779	0.000478296	-0.675767605	1.10E-08	-0.408807672	0.001759055
Myeloids_FAM20C	-0.219206415	0.104546168	0.586270696	2.06E-06	0.501845682	8.13E-05	-0.020999943	0.877908057	-0.165837682	0.221895026	-0.291845696	0.029074826	0.64863599	6.45E-08	0.120651608	0.375751202	0.425584132	0.001075708	0.604837304	7.93E-07	0.613593437	4.95E-07	-0.649849854	5.98E-08	-0.328635366	0.013401268
Myeloids_FAM20A	0.037406648	0.784309065	0.319072878	0.016534973	0.543638083	1.49E-05	-0.432220002	0.000879334	-0.255541731	0.057320151	-0.001824056	0.989354844	0.409286431	0.001735139	0.020794931	0.879091029	0.221857848	0.100313139	0.357085433	0.006900404	0.352453231	0.007719144	-0.302863396	0.023275636	-0.011029729	0.935696659
Myeloids_ASPHD2	-0.289535967	0.030432546	0.167518161	0.217180681	0.085432261	0.531286539	0.356335639	0.007027551	-0.251425699	0.06159336	-0.331745425	0.012498779	0.19195043	0.156411237	-0.029986397	0.826349543	0.146616948	0.280911251	0.29965393	0.024854278	0.056584163	0.678713807	-0.255918638	0.056941137	-0.361096977	0.006253686
Myeloids_GPX8	-0.21745035	0.107424745	0.338718545	0.010663398	0.434361124	0.000823244	0.12447092	0.360712632	-0.386158266	0.003287254	-0.312167503	0.019169242	0.32501976	0.014520286	-0.022835428	0.867328964	0.176409484	0.193402184	0.497819425	9.47E-05	0.238987466	0.076082172	-0.50901767	6.17E-05	-0.382950914	0.003579233
Myeloids_PIK3R5	-0.212720379	0.115481794	0.503272913	7.70E-05	0.425737542	0.001070756	0.04675132	0.732237062	-0.212561989	0.115759372	-0.233296369	0.083555115	0.725464996	2.54E-10	-0.044447203	0.74497571	0.320558169	0.016010663	0.581690435	2.58E-06	0.608170778	6.64E-07	-0.562168525	6.52E-06	-0.328365436	0.013482172
Myeloids_FAM65C	-0.289565216	0.030415027	0.486032859	0.000146152	0.382908914	0.003583203	0.062100006	0.649345351	-0.208694638	0.122696203	-0.332057395	0.012411206	0.45399011	0.000440771	0.007478781	0.956373862	0.382121013	0.003658419	0.568015475	4.97E-06	0.380031622	0.003864675	-0.605218291	7.77E-07	-0.370839806	0.004898977
Myeloids_MRGPRF	-0.252917279	0.060016149	0.753388166	2.09E-11	0.395063171	0.002584069	0.051921105	0.703919318	-0.127527886	0.348944367	-0.335250962	0.011544693	0.667300308	1.95E-08	-0.167286239	0.217827108	0.70332762	1.50E-09	0.566385077	5.36E-06	0.580401327	2.75E-06	-0.679517522	8.50E-09	-0.414670059	0.00148553
Myeloids_DDX60L	-0.589105522	1.79E-06	0.44495047	0.000590444	0.372267827	0.004723839	0.487680316	0.000137676	-0.407736145	0.001813652	-0.669199884	1.72E-08	0.256899853	0.055963931	-0.330034504	0.012988563	0.332720858	0.012226721	0.661004927	2.95E-08	-0.021907049	0.872677049	-0.628704519	2.12E-07	-0.651316058	5.46E-08
Myeloids_TWIST2	-0.215181846	0.111233169	0.651538248	5.38E-08	0.52628802	3.10E-05	0.04246928	0.755965435	-0.148012876	0.276306101	-0.284386857	0.033650619	0.639983281	1.09E-07	-0.079107262	0.562223428	0.588120103	1.88E-06	0.573139185	3.90E-06	0.52970745	2.69E-05	-0.550160818	1.12E-05	-0.36448325	0.005749688
Myeloids_IFIT3	-0.238082133	0.07723417	0.12214371	0.369831819	0.481807925	0.000170116	0.02368296	0.862451753	-0.200276346	0.138881635	-0.194448423	0.150988939	0.261242086	0.051801124	0.142232164	0.295704318	-0.015033413	0.912434311	0.459585244	0.000366315	0.081956896	0.548181046	-0.295161742	0.027214429	-0.28663543	0.032212135
Myeloids_MS4A14	-0.164435594	0.225882533	0.50862338	6.27E-05	0.413273256	0.001546995	-0.103898723	0.446038223	-0.144595176	0.287670351	-0.277936444	0.038076179	0.617832193	3.92E-07	-0.130398064	0.338113626	0.391492883	0.002848103	0.438069416	0.000733681	0.509742577	6.00E-05	-0.582772221	2.45E-06	-0.296759292	0.026354428
Myeloids_GBP5	-0.20894498	0.122237827	0.22513307	0.095268968	0.362544101	0.006033759	0.193932458	0.152097355	-0.310356509	0.019916361	-0.264316651	0.049008677	0.571194614	4.28E-06	0.01428481	0.916778919	0.074496998	0.585292827	0.502506386	7.93E-05	0.379320829	0.003937145	-0.508600731	6.27E-05	-0.336482051	0.011224875
Myeloids_GAS2L1	-0.274814935	0.040384551	0.243861887	0.070111882	0.122428386	0.368708903	0.155265528	0.253187847	-0.21865426	0.105444782	-0.315900544	0.017704055	0.247484506	0.065921696	-0.040172912	0.768784818	0.197451268	0.144656561	0.316494166	0.017480088	0.060597338	0.657296129	-0.298457196	0.025465535	-0.293003517	0.028413525
Myeloids_PI3	0.28110278	0.035847162	0.001225659	0.992846962	-0.140409341	0.302000494	-0.276557615	0.039082016	0.157965012	0.244927655	0.219958063	0.103332398	0.145382443	0.285025826	0.288091453	0.03130827	-0.053478365	0.695464929	-0.066542657	0.626067617	0.301873143	0.023753427	-0.042030494	0.758410015	0.262870009	0.050306885
Stromal_NREP	-0.399721043	0.002272397	0.460864823	0.000350981	0.689862313	4.08E-09	0.149283505	0.272158051	-0.316106787	0.017625966	-0.425412762	0.001081264	0.440376063	0.000682507	-0.148360499	0.275167124	0.361324438	0.00621866	0.647344769	6.98E-08	0.213392854	0.114308946	-0.604288746	8.16E-07	-0.500506709	8.56E-05
Stromal_PRCP	0.267288574	0.046427377	-0.565925827	5.48E-06	-0.347068447	0.008776105	-0.166569012	0.219834704	0.258864939	0.054047691	0.352444002	0.007720857	-0.520214149	3.97E-05	0.177898821	0.189608441	-0.479543864	0.000184388	-0.480571522	0.00017778	-0.347064117	0.008777003	0.480569232	0.000177794	0.423264238	0.001153145
Stromal_COL1A2	-0.182698534	0.177745472	0.192349762	0.155534917	0.765551082	6.33E-12	-0.140381077	0.302098796	-0.391117952	0.002877174	-0.196739386	0.146139575	0.263247942	0.049965058	0.236081518	0.079828849	0.024614216	0.857098621	0.598993146	1.08E-06	0.133446719	0.326841937	-0.47848157	0.000191454	-0.270629653	0.043659367
Stromal_LOXL1	-0.103771507	0.446598324	0.361363153	0.006212715	0.55564767	8.77E-06	-0.350681187	0.008054025	-0.068637951	0.615211747	-0.151947155	0.263597464	0.515804893	4.73E-05	0.311100395	0.019606537	0.18053926	0.18301408	0.443130622	0.000625632	0.513949843	5.09E-05	-0.494971197	0.000105301	-0.128592478	0.344902354
Stromal_PRKAR2B	-0.420737201	0.00124316	0.618293773	3.82E-07	0.047706792	0.726975334	0.340723327	0.010180889	-0.224978039	0.09550319	-0.486370322	0.000144378	0.549463393	1.16E-05	-0.492055212	0.000117304	0.557263049	8.16E-06	0.537992673	1.90E-05	0.265500204	0.047967003	-0.63881988	1.17E-07	-0.504054933	7.48E-05
Stromal_VASH1	-0.267120081	0.046570687	0.547134538	1.28E-05	0.555537936	8.82E-06	0.023570615	0.863097966	-0.183130356	0.176705136	-0.372804551	0.004659451	0.628559991	2.14E-07	-0.034746345	0.799317852	0.377720638	0.0041047	0.614362209	4.74E-07	0.475203141	0.000214848	-0.582862834	2.44E-06	-0.38717223	0.003199442
Stromal_MAOB	-0.485362909	0.000149733	0.726164098	2.40E-10	0.281129991	0.035828485	0.385627891	0.003334031	-0.284719217	0.033434695	-0.563865366	6.03E-06	0.501585714	8.21E-05	-0.502825036	7.84E-05	0.67407585	1.24E-08	0.513569709	5.17E-05	0.263974123	0.049313563	-0.537559237	1.94E-05	-0.526749917	3.04E-05
Stromal_COL16A1	-0.352571005	0.007697324	0.57490013	3.59E-06	0.575935311	3.41E-06	-0.045033554	0.741727395	0.013558515	0.920996373	-0.425035355	0.001093591	0.511237527	5.66E-05	0.01073064	0.937436818	0.377247045	0.004155481	0.573205944	3.89E-06	0.424908087	0.001097777	-0.568484829	4.86E-06	-0.417906263	0.001351446
Stromal_LRRC17	-0.386709739	0.003239234	0.680943507	7.70E-09	0.393259009	0.002714642	0.17556755	0.195570637	-0.122096889	0.370016704	-0.420340271	0.001257857	0.485265442	0.000150261	-0.382768578	0.003596499	0.668783115	1.77E-08	0.487768106	0.000137237	0.278308965	0.037808132	-0.573510704	3.83E-06	-0.455492656	0.000419535
Stromal_PCDH17	-0.159730168	0.239626913	0.293457291	0.028157805	0.718547749	4.50E-10	-0.023371581	0.864243035	-0.354767192	0.00730015	-0.225311763	0.09499955	0.245791033	0.067854814	0.124518168	0.360528925	0.116671535	0.391816554	0.609718793	6.11E-07	0.19681677	0.145977821	-0.491661495	0.000119017	-0.284363705	0.033665703
Stromal_FOXF1	-0.343891037	0.009456982	0.478490586	0.000191393	0.290362981	0.029940447	0.220147062	0.103028922	-0.091001665	0.504758856	-0.31639356	0.017517874	0.432139504	0.000881508	-0.122260358	0.369371445	0.385614018	0.003335262	0.592638434	1.49E-06	0.264028577	0.04926499	-0.561953596	6.59E-06	-0.398827554	0.00232945
Stromal_CILP	-0.457802431	0.000388695	0.741067098	6.54E-11	0.255427036	0.057435891	0.316357166	0.017531561	-0.215281063	0.111064464	-0.509530099	6.05E-05	0.481752242	0.000170455	-0.592312745	1.52E-06	0.7146668	6.16E-10	0.509760255	6.00E-05	0.222234402	0.099722895	-0.522082921	3.68E-05	-0.517994288	4.34E-05
Stromal_COL6A2	0.086807716	0.524671792	0.443496884	0.000618401	0.534432401	2.21E-05	-0.476895684	0.000202463	0.052395264	0.701341279	-0.043921817	0.747890041	0.558479503	7.72E-06	0.25536181	0.057501796	0.314941277	0.018071141	0.326955578	0.01391159	0.626520963	2.40E-07	-0.395584591	0.002547386	-0.053553084	0.695060191
Stromal_RGL1	-0.358330227	0.006693748	0.624481372	2.70E-07	0.387202661	0.003196839	0.236419087	0.079386278	-0.196353528	0.146948117	-0.359483556	0.006507123	0.618405382	3.80E-07	-0.237273448	0.078274825	0.552962198	9.90E-06	0.61488405	4.61E-07	0.403926921	0.002020201	-0.573383348	3.86E-06	-0.470620907	0.000251924
Stromal_NFATC1	0.006172556	0.963987929	0.376008405	0.004290921	0.449082333	0.000517106	-0.312514569	0.019028814	-0.044657298	0.743811301	-0.075967613	0.577887692	0.592871702	1.48E-06	0.227319288	0.092013389	0.226020858	0.093936283	0.363127972	0.005946961	0.652252144	5.15E-08	-0.459431493	0.000368198	-0.17668853	0.192687288
Stromal_COL5A1	-0.22275654	0.098908908	0.398594775	0.002344522	0.584114833	2.29E-06	-0.120185554	0.377611694	-0.14684733	0.280147753	-0.280439622	0.036304828	0.320313028	0.016096207	0.101755655	0.455525316	0.24562438	0.068047474	0.493509215	0.00011117	0.21958666	0.103930777	-0.497371992	9.63E-05	-0.267619751	0.04614675
Stromal_C9orf3	0.442829371	0.000631636	-0.276145829	0.039386626	-0.370386696	0.004955729	-0.340388551	0.010260124	0.22418625	0.096706434	0.490658481	0.000123486	-0.254794954	0.058077126	0.066211058	0.627792974	-0.111546612	0.413088749	-0.498846279	9.11E-05	-0.04411076	0.746841566	0.443604828	0.000616284	0.480226951	0.000179971
Stromal_COL6A1	-0.163326325	0.229072287	0.48585258	0.000147108	0.768066583	4.90E-12	-0.350899096	0.008012174	-0.115372792	0.397145216	-0.162103141	0.232625581	0.522851519	3.57E-05	0.102460133	0.452394565	0.283978918	0.033917228	0.541308271	1.65E-05	0.479833566	0.000182503	-0.488653689	0.000132882	-0.235762747	0.080248563
