Celltype	id	t	df	p.value	Mean non	Mean response	Var non	Var response	L	R	Ligand	Receptor
Myeloids	FAM65C	-2.3324103623363	26.5385998597811	0.0275216591737316	664.2429	709.6675	4586.872	4011.229	0	0		
Myeloids	MRGPRF	-2.42695085365617	23.8973086890808	0.0231384522529163	1296.901	1479.931	58039.29	64078.54	0	0		
Myeloids	CPXM1	-1.86582298831348	22.9546236815468	0.0748967384763722	683.1625	769.8203	20439.01	24879.16	0	0		
Myeloids	S100A16	-1.56845789920592	22.8075038552609	0.130545098348377	5754.054	5897.092	77831.55	96278.69	0	0		
Myeloids	PAPPA	1.05135010047346	25.2381073639939	0.303060794481347	141.3439	138.1787	101.42008	98.85095	0	0		
Myeloids	DDX60L	-2.19425816478794	22.2629902566024	0.0389366636099179	1647.54	1978.233	202554	266589.1	0	0		
Myeloids	ALPK2	1.60416955876153	28.8744050858003	0.119560491940571	105.3741	105.1938	0.1718376	0.1265212	0	0		
Myeloids	ARL10	-0.484105177895437	19.500194661514	0.633703564041627	217.6006	218.8262	41.47847	80.96242	0	0		
Myeloids	CMKLR1	1.06233947682357	20.0817301757127	0.300690739937844	689.0492	677.0655	893.2468	1581.9462	0	1	RARRES2	CMKLR1
Myeloids	TWIST2	-2.25706499003243	23.9178453878097	0.0334155792894051	416.142	485.0812	9534.697	10505.521	0	0		
Myeloids	IFIT3	-2.12562458455166	22.3234122738165	0.0448315048151433	2855.561	3404.98	599104.7	782947.5	0	0		
Myeloids	MS4A14	-2.52761241843779	22.7816446792616	0.0188865780004155	409.6771	471.7315	5628.071	6981.935	0	0		
Myeloids	GBP5	-2.3338663269007	25.1633646700887	0.0278826416219004	812.6574	895.8931	14164.68	13896.93	0	0		
Myeloids	FPR3	-2.04586402543106	25.009777753358	0.0514218187928713	1360.156	1490.161	44523.01	44281.21	0	1	ANXA1/HEBP1	FPR3
Myeloids	SH3PXD2B	-0.71992312219144	27.5080545465576	0.477645213232556	1491.859	1513.973	12019.124	9756.244	0	0		
Myeloids	MASP1	-1.41476667999118	21.5696991515478	0.171411659119193	485.6806	542.0401	13233.93	18962.64	0	0		
Myeloids	KIF26A	-1.513896686981	22.5999359486533	0.14391284441983	312.2858	372.1472	14371.54	18194.77	0	0		
Myeloids	TNFSF8	-3.13761534168766	31.5880762275858	0.00367447446313836	413.3128	451.3211	2235.791	1383.176	1	0	TNFSF8	TNFRSF8
Myeloids	AF070581	-2.04042411333615	22.7007311571078	0.0531067044395606	93.10205	99.24944	84.16928	105.36065	0	0		
Myeloids	GAS2L1	-2.05571090420536	26.4033146835084	0.0498231188844958	612.921	657.7803	5714.976	5052.005	0	0		
Myeloids	PI3	-2.61138362617578	34.1175312309759	0.0133070399384241	22278.1	31094.23	189819316	101518396	0	0		
Stromalcells	LAMC1	-1.84059394113478	25.9949471907036	0.0771242993666693	1821.954	1989.916	97606.72	89199.94	0	0		
Stromalcells	STOM	-1.49211661451368	26.890454409855	0.147308648983987	1657.569	1757.537	55345.01	47081.68	0	0		
Stromalcells	MMP2	-2.08213386809527	25.9997286929512	0.0473130423800186	4125.679	4782.818	1167872	1066863	1	0	MMP2	SDC2
Stromalcells	NREP	-2.55658646594285	25.6072138433685	0.0168595156846479	2394.114	2585.237	63995.21	60416.41	0	0		
Stromalcells	PRCP	2.31514501314049	19.3343232843889	0.0317373405252124	1526.597	1318.787	50854.67	102250.45	0	0		
Stromalcells	PPP4R1	2.01882586825011	28.5783020730205	0.0529756650623063	681.9761	624.6797	10813.08	8126.25	0	0		
Stromalcells	ARL4C	-0.316217201018867	27.5570787137289	0.754220480470469	638.7471	642.8518	2151.649	1740.202	0	0		
Stromalcells	COL1A2	-2.8332320684161	29.9639032526545	0.00816526557018154	12930.03	15802.63	14677680	10049882	0	0		
Stromalcells	LTBP1	-1.70820314851351	23.1054280469812	0.101001082439616	1229.243	1364.38	60043.69	71909.04	0	0		
Stromalcells	LOXL1	-2.06293250672043	26.1223077825528	0.0491907490273636	449.048	468.4062	1039.8638	940.3997	0	0		
Stromalcells	PRKAR2B	-2.73732305535331	21.9488721257761	0.0120409544245494	430.1404	552.3652	17262.48	23590.43	0	0		
Stromalcells	VASH1	-2.39106314615027	26.7300710878377	0.024111802534686	443.6023	490.2379	4649.574	4005.11	0	0		
Stromalcells	MAOB	-2.17920005647507	24.9618302640264	0.0389638263893883	400.8813	455.1347	6812.589	6804.745	0	0		
Stromalcells	COL16A1	-2.55945652541238	22.1087651237063	0.0178371742612338	877.2429	1077.5724	53856.19	72190.19	0	0		
Stromalcells	EML1	1.94777848050086	32.5814093117725	0.0601009382905427	191.1768	187.1094	68.91025	40.19951	0	0		
Stromalcells	LRRC17	-2.28534511995959	23.2366079577922	0.0317366105003772	165.2981	191.1792	1243.624	1468.775	0	0		
Stromalcells	MEOX1	1.81449403621882	27.0316652283749	0.0807154760823544	143.9961	140.8981	36.2188	30.47738	0	0		
Stromalcells	PCDH17	-2.21902757850898	23.3193883545729	0.0364858880739522	302.544	379.0228	11594.87	13575.51	0	0		
Stromalcells	FOXF1	-2.78166639587659	26.3752117333645	0.00985786367680855	1207.024	1320.508	19943.68	17669.91	0	0		
Stromalcells	CILP	-2.24433404889373	27.2021230368238	0.0331438404681528	357.4914	437.4949	15930.78	13232.15	0	0		
Stromalcells	TEK	-2.29724888685044	25.1224542335862	0.0302092178876916	268.8371	307.189	3095.655	3048.14	0	1	ANGPT1/ANGPT2/ANGPT4/ANGPTL1	TEK
Stromalcells	PDE1A	-1.71417346443425	22.4375966865586	0.100279724231088	150.9328	173.6364	1589.391	2049.815	0	0		
Stromalcells	PTRF	-0.673074301804391	26.0222232742568	0.506834043493963	985.0982	993.1637	1685.796	1537.135	0	0		
Stromalcells	JAG1	2.29811082520537	32.3069603881506	0.0281734373682451	1704.687	1488.076	139014.36	82404.06	1	0	JAG1	NOTCH1/NOTCH2/NOTCH3/NOTCH4
Stromalcells	COL6A2	-2.78330775002879	28.3065286158838	0.00947988117584832	3538.059	4647.449	2105430	1612794	0	0		
Stromalcells	RGL1	-2.90511705342551	25.2460980127735	0.0075307149543921	680.976	814.5117	23654.05	23038.72	0	0		
Stromalcells	MFAP5	-2.49142804989625	26.102058026327	0.0194023942772086	856.1311	1110.383	122839.2	111273.9	1	0	MFAP5	NOTCH1
Stromalcells	C3AR1	-2.14739658975239	26.0993345764964	0.0412212487715545	584.1884	674.3804	20804.06	18849.57	0	1	C3	C3AR1
Stromalcells	NFATC1	-2.32422056004494	26.2694355318595	0.0281071895176959	364.5032	399.4611	2694.333	2407.607	0	0		
Stromalcells	COL5A1	-2.52581643322036	22.6208185594046	0.0190189781129877	1632.835	1902.226	104751.2	132305.8	0	0		
Stromalcells	C9orf3	3.85050953908511	33.5182922142051	0.000504102475558717	1018.141	890.575	17918.191	9908.219	0	0		
Stromalcells	COL6A1	-2.39081054291899	25.1229544300525	0.024620362044171	2675.444	3484.021	1270462	1250907	0	0		
Stromalcells	KAZN	-1.6314725242015	23.4654727182557	0.116140590418817	393.7922	438.4684	7404.763	8539.181	0	0		
Stromalcells	LAMA2	-2.90571718862448	25.2112553272185	0.00752617281774944	351.7038	389.7596	1916.056	1871.927	1	0	LAMA2	ITGA7/ITGB1/RPSA
Stromalcells	ERG	-1.04970738064828	26.6419517201546	0.303281968933697	155.9546	161.3039	315.8665	273.9761	0	0		
Stromalcells	GPR161	-1.85614029351674	21.4940007803869	0.0771960997949622	248.9239	251.7713	19.47308	28.17563	0	0		
Stromalcells	COL3A1	-2.21245091304924	26.2735369099164	0.0358269701630963	17341.6	19281.08	9154674	8177734	0	0		
Stromalcells	KANK2	-2.05644015900761	25.2357713934335	0.050219347602021	1371.888	1494.604	39840.21	38838.95	0	0		
Stromalcells	MAFB	-2.39640988139493	28.0390236632171	0.0234683527614203	1357.428	1460.081	24003.96	18742.1	0	0		
Stromalcells	PRKCH	0.785499325208512	23.0579669795331	0.440158225101667	279.2345	275.2269	248.7611	299.4388	0	0		
Stromalcells	MICALL2	2.22148398800436	21.6964597837515	0.03707340535474	512.3763	502.6165	163.0361	229.8815	0	0		
Stromalcells	ADAP2	-2.92061629054363	24.2376605926557	0.00744189858536337	314.9232	420.2458	13603.14	14530.01	0	0		
Stromalcells	TRIM36	-1.72163883438201	35.1311187917625	0.0939308524271792	234.9359	251.458	1584.2984	801.8229	0	0		
Stromalcells	FHL5	-1.90613347379113	23.0910519217538	0.0691549466605667	58.70282	67.00673	181.8655	218.1396	0	0		
Stromalcells	TRPS1	-2.18969546125292	30.1853222423426	0.0364093101381677	427.512	485.6925	10173.926	6867.388	0	0		
Stromalcells	AMOTL1	-2.19355132938066	26.9103056332502	0.0370871188265692	611.2621	692.2074	16808.04	14276.53	0	0		
Stromalcells	STAT2	-2.1691207285799	22.9062753750151	0.0407026441817161	1829.961	1993.856	53874.76	65924.8	0	0		
Stromalcells	GPSM1	-3.04395376009525	27.7655832645188	0.00506442046744602	553.6436	585.2652	1392.727	1109.231	0	0		
Stromalcells	MRVI1	-2.40977187197418	25.7654659525419	0.0234084298733387	1121.919	1203.449	13234.29	12328.01	0	0		
Stromalcells	MAP1B	-1.62579951970329	21.47612091069	0.118578006361851	489.0954	573.372	22193.66	32186.44	0	0		
Stromalcells	ZNF521	-2.81164262636264	32.3267936658985	0.00830924409184395	87.93894	96.59703	148.48326	87.91475	0	0		
Stromalcells	LATS2	-1.26114534948227	20.6822498969241	0.221297082407776	865.4477	973.6302	55671.78	90008.37	0	0		
Stromalcells	SFMBT2	-2.21856466241191	30.1743247348402	0.0341825282602202	151.8256	157.7974	104.37004	70.49938	0	0		
Stromalcells	SHANK3	-2.49192912519009	29.7729628956041	0.0185052049374351	286.1831	332.1595	4821.048	3342.306	0	0		
Stromalcells	PAPPA	-2.69191625434572	21.8407636497633	0.0133688844716189	241.6074	318.7531	7036.902	9744.983	0	0		
Stromalcells	ALPK2	-3.43708731116336	27.1918823122241	0.00190688768285565	67.74663	78.9761	133.7509	111.1803	0	0		
Stromalcells	XAF1	-1.5268366547942	20.2901046021724	0.142240371810676	1263.079	1458.908	118627.8	203352.7	0	0		
Stromalcells	RUNX1T1	-3.26643293180902	29.830999331401	0.00273896425121763	302.0612	364.2288	5142.817	3551.884	0	0		
Stromalcells	ARL10	-2.26796515345018	36.2405508162348	0.029388418934367	100.5661	111.9694	449.8085	214.6443	0	0		
Stromalcells	TRIM13	-1.97432923412114	32.1550272718832	0.0569857559385837	497.1386	516.4763	1492.827	892.8482	0	0		
Stromalcells	THSD7A	-1.82822130136154	31.7013214721745	0.0769404090565785	152.355	158.4178	168.2746	103.3967	0	0		
Stromalcells	CD84	-2.29245913532768	28.1643103975739	0.0295538295324506	624.5845	711.3481	18853.33	14588.85	0	0		
Stromalcells	SH3PXD2B	-1.14083568129473	26.7260654286684	0.264058407373166	486.2889	560.9774	52375.2	45129.78	0	0		
Stromalcells	AL132709.8	-1.30472688591497	23.9987896537862	0.204359334473984	77.97489	82.77225	139.0001	151.9409	0	0		
Tcells	KCNH8	-1.51238344638278	23.5578239362155	0.143736729632848	48.1371	52.73775	92.0348	105.1342	0	0		
Tcells	LOC284926	1.10494942979739	27.3006044799791	0.278824791442802	343.9613	328.279	2538.481	2092.82	0	0		
Tcells	GBP2	-1.59018681743792	21.1025859255462	0.126663251693043	1788.367	2376.99	1087496	1657410	0	0		
Tcells	QPRT	2.11175188421341	29.8960708791994	0.0431749915305305	815.6976	517.2788	284308.5	195526.8	0	0		
Tcells	OAS2	-2.4547881848787	23.4210183428492	0.0219293070112596	2237.387	2385.952	36042.11	41755.04	0	0		
Tcells	PLAG1	2.12393779971172	35.765203303708	0.0406607911301569	146.40761	92.92483	11122.427	5442.027	0	0		
Tcells	FMR1	3.48491738917779	33.7863599683274	0.00138417572527018	2881.339	2282.168	486953.2	265259.3	0	0		
Tcells	ZNF93	1.80175596975803	34.7924487499823	0.0802547358444603	616.0221	567.0939	12551.615	6469.572	0	0		
Tcells	IL17A	1.60969349233928	32.6221738776496	0.117100574555907	458.2153	332.2496	96911.65	56400.92	1	0	IL17A	IL17RC/IL17RA/IL17RB
Tcells	MAP4K3	1.91646798682556	27.1037382887648	0.0659063819509692	1228.661	746.952	787952.6	659396.8	0	0		
Tcells	MST4	2.35627875466241	28.185742536278	0.0256402233343378	1975.464	1620.724	298630.3	230728.9	0	0		
Tcells	EPB41L5	4.44286356761646	44.2611482956789	5.86767115514632e-05	887.4486	820.1247	5038.422	1600.992	0	0		
Tcells	PDZD8	1.6686553831853	30.433712836912	0.105443284212171	2528.716	2063.861	1129932.1	750718.2	0	0		
Tcells	SLC19A3	-0.312668710463458	33.5020731831004	0.756470419746575	34.34925	34.36634	0.04878174	0.02699945	0	0		
